,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200
D341 Med,0.7072402,-0.40468958,-0.4788803,0.67305744,0.36104634,-0.40123382,-0.2254301,-0.3815322,-0.60145116,-0.25134325,0.42857537,0.2948926,-0.19543283,0.16823779,-0.5041792,0.3205221,0.0538917,-0.6896384,0.020177186,0.47534892,0.4723823,0.08876975,0.31928787,-0.36536258,0.05412658,0.07009897,0.21236986,0.12467017,-0.46855852,0.10231388,-0.7209298,0.22748633,-0.031273484,-0.3561204,-0.21535856,0.69242036,0.078127205,0.05797528,-0.2172938,0.10159364,0.083740115,0.15723811,-0.28398073,0.5321562,-0.27059785,0.30695656,0.61086535,-0.08679439,0.48198175,-0.0642151,0.5183586,-0.55296123,0.1847174,0.67100406,-0.24301723,0.36623833,0.17038271,0.5886042,0.35130256,-0.4142806,-0.8601816,0.07969406,0.5211969,-0.08447163,-0.120005965,-0.27253285,0.05824001,-0.5194522,-0.3943097,-1.1598201,-1.2816811,-0.102223605,-0.74484634,0.2353745,-0.36118108,-0.47158623,0.93008703,-0.39566222,-1.7073013,0.08202327,-0.3752858,-0.22790363,0.40693152,0.22829798,0.8712649,-0.7682684,-0.10662413,-0.66889656,1.3758035,0.7866233,0.3400487,1.125295,-0.37647536,0.117918596,0.23812616,0.58834285,-0.5645547,-1.0385522,-0.9652919,-0.41274756,0.3120526,0.34967783,-0.75090885,-0.29596958,1.3114848,1.6354535,-0.36250386,0.70753235,-0.42633793,-0.57858473,0.45813084,0.16605064,-0.20363079,0.36996534,0.96888775,0.9708837,-0.6267677,0.5932079,0.20806304,1.1704947,0.079347774,-0.3249627,1.5472627,0.82738656,1.1802148,-0.38872972,-0.37596104,-0.3670023,0.576911,1.2420208,0.7876311,-0.75020725,-0.10429874,-0.49681827,-0.9368405,-1.0151243,-0.04183208,-1.5439755,-0.8657278,0.5269136,0.7134815,-0.62994015,-0.38248962,-1.0275353,0.35923642,-0.05916698,-0.7291228,-0.18088053,0.25593728,-0.57526284,0.21949933,-0.34188157,-1.0482266,0.3899783,-1.612764,0.48428562,0.83218336,0.5696065,0.13526256,-0.7155747,-0.79255635,0.21711545,0.0023557395,-0.19995542,0.23518164,-1.1347882,-0.13837834,-0.64884746,-1.2666256,-0.61313903,0.15799491,-1.0413123,0.8672891,-0.42205334,0.93303585,0.21872303,0.45097336,1.0991956,-0.90054214,-0.07905796,2.3612216,0.21706511,-0.9775553,-0.99758065,-0.16740017,-0.56286985,0.34482434,-0.19144541,0.7224822,0.19233862,-1.247024,-0.31841674,-0.15094149,-1.3384755,-0.7516372,-0.39211017,0.1788094,-0.017921869,-0.09587872,1.4966791,0.79681295
MDA-MB-453,0.35859293,-0.23802683,-0.14627278,0.44425115,0.30761582,-0.08755204,-0.012133978,-0.6072398,-0.30371958,0.027453229,0.1656,0.3450219,-0.16016337,0.31590617,-0.5615243,0.2696579,-0.04462867,-0.33546427,-0.24836066,0.3072229,0.32703176,-0.3677922,0.222253,-0.24599358,0.020939453,0.31605092,0.25550568,0.09677331,-0.19664621,0.016855396,-0.321527,0.40535128,-0.30722708,-0.28169063,-0.5642254,0.5787382,0.07067844,-0.18236555,0.026222153,-0.23290473,-0.09770836,-0.016123697,-0.4381323,0.314534,-0.2720442,0.12029233,0.31521523,-0.048155382,0.08414072,-0.094509184,0.5764291,-0.21505845,0.3587696,0.4905711,0.16610941,0.042569097,0.20979315,0.56401265,-0.024554376,-0.28274196,-0.5239511,-0.17458746,0.60711527,-0.165481,-0.25444645,-0.57838136,0.35565,-0.21050316,-1.1228963,-0.29319745,-1.2425827,0.32311064,0.3856895,0.17476262,0.19381419,-0.38904494,-0.42191762,-0.5334993,0.5745961,-0.88268447,-0.5569121,0.048101783,0.68531895,-1.1799722,-0.09406221,0.3268419,-0.94631034,-0.14315327,0.7435894,-0.21605775,1.2658457,-0.012530229,0.12796949,0.045712013,-0.3229435,-0.5473225,-0.24119839,0.03542472,-0.768429,-0.8917072,0.3681601,0.2986219,-0.9272018,-0.06484257,0.5631684,-0.31931633,-0.22972661,-1.276664,0.11202001,0.23710093,-0.20432329,-0.32671463,-1.2785221,-0.01929092,-0.8304928,-0.06315187,-0.39992264,0.20713876,-0.60467815,0.6849889,-0.59681946,0.05993956,0.6508234,0.45512804,-0.85255,-0.21965884,0.62417626,-1.1857432,0.12007493,0.94973487,0.6607038,-0.6773175,-1.2461919,0.17699808,-0.37901706,-0.12513652,-0.09677525,-0.5663985,0.01575697,0.272082,0.36053106,-0.36674085,-0.2388323,-0.45093298,-0.07619223,0.22465113,-0.25261542,-0.16275121,0.3682363,0.0011586286,0.06596039,0.28350905,-0.46905476,0.30214152,-0.57624656,-0.0006989613,0.26658443,0.35965708,-0.13877165,-0.113624446,-0.20652066,0.09201459,0.009322844,-0.08283669,0.258411,-0.4002583,-0.11519165,-0.3928814,-0.49749535,0.32250303,-0.08744465,-0.22090064,-0.011654404,-0.0252672,0.019483654,0.0965456,-0.09355087,0.34935004,-0.26367193,-0.16540511,0.5476694,0.19913043,-0.28305486,-0.10552441,0.13184915,-0.2716546,0.12505345,-0.13018668,0.016286543,0.33125624,-0.5222515,-0.0011823149,-0.15176332,-0.2218426,-0.11340538,-0.26496756,-0.17427124,-0.12964353,0.047261447,0.28008476,0.16018106
SNU-466,0.6214819,-0.5512301,-0.3874107,0.5714294,0.35504073,-0.23380789,-0.29477805,-0.5466393,-0.5120543,0.012600943,0.5553235,0.20684007,-0.16670637,0.40105018,-0.56935453,0.45349938,-0.06609376,-0.3810309,-0.15634677,0.3782624,0.41029993,0.19571672,0.24792221,-0.43341786,0.10090037,0.2596676,-0.035497338,0.21312553,-0.33828086,-0.06980204,-0.42491364,0.13509151,-0.0015095472,-0.24393748,-0.4311968,0.5459099,0.2264901,0.0037689991,-0.031086633,-0.009429604,0.02803339,0.08119936,-0.4016541,0.5221273,-0.3199623,0.30943704,0.5373128,-0.20733126,0.40315434,-0.19559541,0.33908707,-0.4672933,0.39095294,0.52196115,-0.055486713,-0.0060625486,0.26518172,0.5354785,0.35137415,-0.34614146,-0.6998822,-0.33066836,0.5128759,-0.23066789,-0.28376245,-0.25565732,-0.060123548,-0.16291861,0.760575,1.0075009,1.7221795,-0.47633922,-0.08259583,1.2317984,0.023101814,0.020290121,0.26062784,-0.2883971,0.15081877,-0.45163965,0.16268514,-1.3999583,0.6969787,0.2658475,-0.3634541,0.047181573,0.36364368,-0.8063413,-0.4150927,-0.17878923,-0.76995647,-0.80513966,0.45136288,1.462275,-0.67495334,-0.0673694,-0.03137549,-0.53982234,0.4473287,-1.0312203,-0.1130818,0.28478202,0.7593704,2.0345633,0.5954034,-0.041120403,0.088222235,-1.0299145,0.16010097,-1.1006935,1.0508587,1.5234456,-0.14446297,0.56267494,0.38183647,-0.4593772,-0.41369408,0.37230548,-0.9290731,-1.5082958,-0.09700149,0.57666177,-0.43969956,0.13360436,0.9043189,-0.36779767,-0.21990454,1.298507,-0.005753113,-1.0020919,-0.2539359,0.5276853,0.42943722,0.29296196,0.1466243,-0.21781681,-0.018186849,0.27411336,0.093974456,-0.2613374,0.07171211,0.062189028,-0.09277205,-0.12562175,-0.1689751,-0.19087884,-0.11479679,-0.08281051,0.42169142,-0.082684174,-0.035179596,-0.08948237,-0.2880202,0.37753674,0.02074078,0.2457196,-0.18427707,0.18251754,0.24623075,-0.4650568,0.42971942,0.08106892,-0.08923468,0.31547993,-0.09039842,-0.28386843,0.22871819,-0.123162396,-0.12030862,-0.18133356,-0.11684276,-0.21441174,-0.06605031,0.00032367688,0.013592286,0.17063303,-0.14536056,0.07755613,-0.14974043,-0.14171416,0.14060137,0.11358375,-0.01687662,-0.17291674,-0.34187168,-0.1337912,-0.05280641,0.17005925,-0.1623827,-0.033513956,-0.041405007,0.059936848,-0.020874063,0.28162602,-0.025299698,0.09379472,-0.049268745,0.40295905,-0.010450269,0.0030117258,-0.109764025
SW1116,0.54575396,-0.41833588,-0.36403024,0.4615179,0.42605034,-0.1979874,-0.16748992,-0.3578282,-0.44202012,0.010162279,0.40754533,0.17673513,-0.19637653,0.29313037,-0.41338268,0.29706305,0.07531501,-0.5441427,-0.0339261,0.4791733,0.3338803,0.017915234,0.28993472,-0.30706137,0.03341015,0.2919126,0.1548694,0.096070945,-0.3123862,0.1404657,-0.5974034,0.25088134,-0.18474776,-0.41467658,-0.30524272,0.52427244,0.026768325,0.06581496,-0.117412575,-0.06103304,-0.052860722,-0.028711662,-0.33606258,0.42766753,-0.24925062,0.18440562,0.37151825,-0.12885804,0.35095808,-0.007978907,0.40754867,-0.4829315,0.24869254,0.54359984,-0.17681876,0.19781597,0.094775006,0.5146416,0.19860043,-0.23617907,-0.6336618,-0.1747627,0.42705712,-0.10114294,-0.083189964,-0.27177978,0.104405716,-0.73898727,-1.7712003,-0.9656108,-1.9279783,0.08224487,-0.74460715,0.17856748,-0.100170456,-0.6111239,-0.52608657,-0.43192577,0.13225736,-1.0044428,-1.2765448,-1.5726987,0.8708445,-0.81944203,1.2731775,-0.8069501,-0.07023126,-0.021151496,-0.7004046,-0.38203925,0.49889025,-0.8466742,-0.6817176,-1.235426,0.50745213,-1.0516256,-0.020412534,-0.22753343,-2.974672,-1.5909579,0.5022615,1.1294932,0.1754616,-0.22941947,0.2302399,-0.09533163,-0.3838826,-0.24272528,-1.4264419,-0.67077065,-0.5914309,0.77296907,-0.03778257,-0.5925281,-1.389585,0.14828819,-1.2811393,1.0938411,-0.5282373,0.09934594,-0.036953747,-1.6895014,1.679834,0.35339174,0.058405813,1.276182,-0.6123982,-0.8516218,-0.32945773,2.5856237,1.2778579,-0.6452275,-1.1734205,-1.4563313,-0.46918553,-0.6840833,-0.17094041,-0.80829966,-0.46060538,0.18994892,0.39498386,-0.40116954,-0.11144534,-0.6316705,0.23780684,-0.09058389,-0.5008557,-0.05832076,0.27037528,-0.3349211,0.29073673,-0.110317506,-0.65361214,0.14809352,-0.94404304,0.5015508,0.6368406,0.18053602,-0.17611937,-0.46588132,-0.36565128,-0.05231949,0.24299635,-0.12104268,0.058430515,-0.67425436,-0.20662162,-0.494093,-0.5820052,-0.5180398,0.006905567,-0.43081433,0.6946012,-0.22377236,0.49898675,0.2347877,0.42796892,0.7674397,-0.56319535,-0.12789756,1.426957,0.18577938,-0.2732871,-0.44665426,-0.14045988,-0.21825989,0.10323472,0.06792873,0.5818068,0.34912065,-0.64802426,-0.29115215,-0.19962606,-0.59333533,-0.43607768,-0.33211097,0.13629898,0.15602235,-0.061291188,0.90169626,0.50972337
COV362,-0.37845463,-0.27589676,-0.15771711,0.6383127,-0.42209494,0.122719675,-0.15360203,-0.25562555,-0.85004807,-0.21960433,0.3295369,0.036167026,0.36686996,0.16575545,-1.1199596,0.6480356,0.46934175,-0.31510338,-0.8324965,0.116339326,0.69382143,-0.5865419,0.9132513,-0.11555527,-0.25678796,-0.21580169,1.0507339,0.015341997,-0.4650777,0.17552873,-0.7196897,0.33648422,-0.33646566,-0.59825945,-0.22702426,0.11661413,-0.59476405,-0.31847095,-0.06627587,-0.29463342,0.32908618,0.9869846,-0.98502517,-0.15901163,0.037911132,0.5701725,0.8524538,0.27289575,0.10552153,-0.15159062,0.2657374,-0.020169735,-0.14421424,0.2558696,0.68140835,-0.7366172,1.2209263,-0.026066482,-0.4209425,-0.80167145,-0.5356969,-0.41492555,1.3203835,-0.56853265,-0.5167446,-1.1777804,0.5487006,0.051932402,0.5072854,0.32492992,0.2391023,-0.14834733,0.042769406,0.58068573,0.35977942,0.12433796,-0.30298457,-0.18050551,-0.10063009,-0.33047494,0.061817694,-0.39853314,-0.10732488,0.182616,0.12932146,-0.00031155208,-0.20721298,-0.19682433,0.16553019,-0.045346715,0.042019524,-0.49500436,0.24563478,0.29736713,0.022918269,-0.22686937,0.20095381,-0.05002839,-0.32712567,-0.27615047,0.121231824,-0.14889883,0.62443876,0.4915703,0.085002065,-0.13356398,0.13618718,-0.5561081,0.018968202,-0.022888102,0.29553705,0.5078653,-0.18130922,0.3067508,0.09937401,-0.23556559,-0.2794956,0.4027134,-0.28253332,-0.5949946,-0.13382454,0.4306088,0.05015973,-0.049302477,0.073035136,-0.022367503,0.08860667,0.3982301,0.39935067,0.119344994,-0.11504034,0.029015407,-0.17466071,-0.02904255,-0.79055667,-0.97955877,0.054348517,-1.5378021,-0.8898546,0.31195915,0.5809131,-0.4620937,-0.34186387,-0.9498272,0.50811887,-0.11365002,-0.5026502,-0.326872,-0.17842142,-0.51134896,0.21348606,-0.34713075,-0.7049319,0.37888142,-1.3210249,0.4810462,0.7059129,0.4277951,0.05932443,-0.9594611,-1.130851,0.22331606,0.098966,-0.11824855,-0.20353965,-1.2704866,-0.17035815,-0.6491739,-1.1019726,-0.8310564,0.08727358,-0.9183109,0.91801107,-0.6557931,0.814934,0.12278006,0.45255136,0.97578174,-0.7817539,-0.012953338,2.378142,0.1171573,-1.1394628,-0.9219396,-0.27197093,-0.39383408,0.546114,-0.0076360935,0.86544585,0.028284391,-1.1999607,-0.16533728,-0.20196314,-1.5614413,-0.47743812,-0.31657103,0.22478384,0.052359473,-0.29226527,1.37156,0.8901617
KMS-34,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.28238702,0.34500062,1.5778203,0.89942473,0.10235366,-0.9934542,-0.56319565,-0.98411477,-0.4360906,1.2156172,-0.85759115,-0.34646705,0.5574941,0.6518764,1.2263006,0.1786232,0.80191225,-0.5657228,-0.32459635,-0.8603216,-0.7695489,-0.023067223,1.0512663,0.46238855,0.5516825,0.9010542,0.4396144,-0.32397193,-0.47919288,-1.129369,-0.50721675,0.8382584,0.46760005,0.29245505,0.09219389,-0.5173691,0.47148818,0.3485167,0.74457914,0.47972956,0.30988407,-0.13465309,0.30241793,0.8101902,-0.24614744,-0.48638543,0.5761002,0.08994736,-0.03724581,0.46061718,-1.1769185,-0.56243515,1.543313,0.84653455,0.6107334,0.9206182,0.5538181,1.8160666,-0.2518283,0.3945006,0.2206077,0.46462923,0.37261602,-0.20511924,-1.1217813,0.93713844,1.7503606,-0.22017157,-0.3286626,-0.14476568,-0.5099796,-0.46080703,0.2816212,0.2663258,-0.08950297,-0.1499929,-0.36235672,0.24587126,0.023168925,-0.15121205,-0.059544347,-0.08827045,-0.009196963,-0.11469051,0.14153254,-0.42122394,0.086243846,-0.3514312,0.2220099,0.6812156,0.23427823,0.28588426,-0.09064823,-0.6438707,0.08218933,0.010824874,-0.19799908,-0.04997711,-0.23382139,0.07885106,-0.060810715,-0.31204957,-0.26555857,0.14222245,-0.14961377,0.31739947,-0.34440726,0.47554037,0.14326935,0.2529961,0.25959995,-0.32434854,-0.13700153,0.81314737,-0.11775305,-0.32217938,-0.23468237,-0.24937849,-0.058028735,-0.101941615,-0.17433469,0.4232965,-0.103850566,-0.34357288,0.09713102,0.056404017,-0.39330357,-0.313653,-0.041499287,0.021509103,-0.15515622,0.08356528,0.32853705,0.2713127
PaTu 8902,0.14800704,-0.2932056,-0.14223629,0.73455393,-0.1347186,-0.10327324,-0.15330628,-0.7685258,-0.6139221,-0.20499213,0.27710938,0.390022,0.09200445,0.29961225,-1.0439283,0.56818676,-0.039658893,-0.16314211,-0.6575922,0.05978334,0.6178037,-0.41343784,0.44193527,-0.3200716,-0.018599067,-0.036625564,0.4642471,0.19166934,-0.36340266,-0.1943765,-0.2641251,0.32244876,-0.113250434,-0.15481523,-0.61290616,0.5336641,0.044854105,-0.40662032,0.078395866,-0.19274388,0.20346083,0.5920236,-0.73131156,0.22610897,-0.23846547,0.4562505,0.79229295,0.06237541,0.09902933,-0.36333743,0.52353275,-0.0461677,0.30737963,0.42509466,0.5961023,-0.4318149,0.8616598,0.4133558,-0.048257757,-0.710344,-0.66923106,-0.27607188,1.0998088,-0.46575576,-0.64241755,-0.9326918,0.359178,-0.8028268,-0.40043548,0.08383856,-0.31093198,-0.48309603,-0.364038,-0.063794196,-0.12306957,-0.03167297,-0.27876604,-0.25563133,0.75165874,-0.48487946,-0.56288743,-0.21252081,-0.042503357,-0.49512106,0.29434928,-0.24937692,-0.3732694,0.26333222,0.379353,-0.394833,0.37975073,-0.10080238,0.26402706,-0.0425435,-0.13307826,-1.0484985,0.25342095,-0.047446806,-0.9880831,-0.061532155,0.3673644,0.19583842,-0.40435833,0.38844356,-0.13199875,-0.27581137,-0.09970826,-0.09673652,-0.21362305,0.1812684,-0.55517745,-0.51868546,-0.39372045,0.16857615,-0.72263104,0.42263556,0.26887003,0.14045553,-0.66738355,-0.10146141,0.19318539,-0.039382447,0.68310654,0.3444275,-0.11880401,0.5319553,0.042580128,0.38470972,0.2254815,0.6661388,0.64394385,-0.37591678,-0.4129637,-0.169326,0.8724638,0.6580508,0.28817767,1.1143525,0.4238573,-0.07755057,-1.338912,-0.47418284,0.83365154,-0.69842434,-1.1188418,-0.5112027,1.0038059,-0.03269489,0.92608786,1.1708843,0.21232006,-0.051517747,0.48488483,0.25144735,2.1755488,0.4329607,-1.5856843,0.38623732,1.94097,-0.5876031,2.4875267,0.9311803,-1.702754,0.81762177,0.4770876,0.6923282,-0.27196237,-0.06827131,0.30470568,-0.26807073,0.8443574,0.10993756,-2.1348674,0.57905245,0.03459742,0.6275033,-0.80164665,-2.1889138,1.2449857,-0.113530576,-2.0205095,0.07651348,0.120950244,0.26290244,-1.0434157,-0.5110729,-0.9891482,0.24845845,-1.9165651,-0.45762488,0.95863914,0.9217308,1.0347763,2.2478285,0.19816296,2.422445,-1.2163266,1.7688458,0.40272787,-1.7961494,-0.05746105
SW1783,0.31472158,-0.80811286,-0.35567558,0.5696157,0.08022702,-0.009647936,-0.499473,-0.5767811,-0.6796977,0.2008181,0.8592355,-0.04338038,0.0653719,0.61964136,-0.8578787,0.7926832,-0.0059606917,-0.048360676,-0.5493804,0.21723354,0.5060252,0.37692022,0.4419988,-0.50739115,0.06659658,0.24655274,-0.077353105,0.3094111,-0.3369885,-0.22034982,-0.28166187,-0.06345281,0.10110539,-0.23227361,-0.50256175,0.20081118,0.17468697,-0.059179317,0.12151276,-0.09491101,0.16487886,0.40997946,-0.7304994,0.38452378,-0.2677406,0.5353473,0.7230555,-0.25740534,0.40959117,-0.38828436,-0.037742257,-0.3652486,0.43161133,0.27788177,0.28915736,-0.724266,0.77226263,0.24389297,0.2988993,-0.4887547,-0.5767111,-0.91112995,0.7536669,-0.56242067,-0.57174563,-0.38281465,-0.22482656,0.5062989,0.40235558,0.30985752,1.2546322,0.04959223,0.80238175,1.3447616,0.9066001,0.29987776,0.14296687,-0.3731215,0.097533256,-0.498505,0.073990226,-0.6229569,-0.108750865,0.018552288,-0.32854164,-0.03313579,0.04275965,-0.86983085,0.21083815,-0.512053,-0.3316543,-0.7507717,0.33670807,0.8241582,-0.49572006,0.35071838,0.20734224,-0.08556175,0.098385155,-0.07513113,0.17359476,-0.15642816,0.7315523,1.2994357,0.3224632,-0.460924,-0.41374362,-0.98010063,0.5359005,-1.1488583,0.31687313,1.0055474,-0.07963821,-0.015653968,0.25672665,-0.6018828,-0.3926855,-0.2649515,-0.26030827,-1.522629,-0.09204572,0.43501168,-0.4529258,-0.010483433,0.49629197,-0.4323437,-0.18174997,0.49631187,-0.0128843095,-0.92370486,-0.1666906,0.18838339,0.24408293,-0.055924073,-1.0695533,-1.2545235,-0.05026796,-1.8443877,-1.1166898,0.65903085,0.7803493,-0.65166754,-0.47172338,-1.0040479,0.48431674,-0.15574254,-0.7883833,-0.28574938,0.09100915,-0.67824286,0.27097508,-0.51020366,-1.058828,0.46047378,-1.7290689,0.5879847,0.91475624,0.6295344,0.18201278,-0.9772506,-1.0009072,0.28899282,-0.022961281,-0.29333976,0.15482463,-1.2499042,-0.18374772,-0.6902072,-1.5123967,-0.8884246,0.22525938,-1.2815847,1.0760871,-0.5006678,1.1609031,0.21355298,0.59395003,1.2415936,-0.9578634,-0.027503617,2.8054364,0.270346,-1.2481261,-1.3362129,-0.27767906,-0.54593205,0.45246205,-0.19829084,0.84156245,0.030098064,-1.4168658,-0.3288853,-0.110943586,-1.6600326,-0.90451026,-0.4603519,0.23128706,0.026573014,-0.22121464,1.6449585,1.00616
SNU-1197,0.54575396,-0.41833588,-0.36403024,0.4615179,0.42605034,-0.1979874,-0.16748992,-0.3578282,-0.44202012,0.010162279,0.40754533,0.17673513,-0.19637653,0.29313037,-0.41338268,0.29706305,0.07531501,-0.5441427,-0.0339261,0.4791733,0.3338803,0.017915234,0.28993472,-0.30706137,0.03341015,0.2919126,0.1548694,0.096070945,-0.3123862,0.1404657,-0.5974034,0.25088134,-0.18474776,-0.41467658,-0.30524272,0.52427244,0.026768325,0.06581496,-0.117412575,-0.06103304,-0.052860722,-0.028711662,-0.33606258,0.42766753,-0.24925062,0.18440562,0.37151825,-0.12885804,0.35095808,-0.007978907,0.40754867,-0.4829315,0.24869254,0.54359984,-0.17681876,0.19781597,0.094775006,0.5146416,0.19860043,-0.23617907,-0.6336618,-0.1747627,0.42705712,-0.10114294,-0.083189964,-0.27177978,0.104405716,-0.6485882,-0.5178589,-0.24541849,-0.7592765,-0.63143504,-0.6077873,-0.502498,-0.10003165,-0.2192026,0.008748294,-0.5327747,0.78605604,-0.7873251,-0.8616414,-1.5287564,0.5193845,-0.49650693,0.8613541,-0.20193352,-0.13278657,-0.1907932,-0.3908428,-0.7091004,-0.0298386,-0.7372966,-0.15679748,-0.73316175,0.69944584,-1.298944,0.11575981,-0.01693663,-1.5086291,-0.73051757,0.44441658,0.39489782,-0.15923722,0.21729827,0.048894875,-0.13997784,-0.27606842,0.053662084,-0.59209216,-0.7428288,-0.5462726,0.56709504,-0.18147542,0.29980832,-0.77210146,0.5047423,-0.54977393,0.76044554,-0.42124143,-0.3654219,0.2109758,-0.70700425,0.70044065,-0.5509376,-0.5240555,1.174545,-0.18072367,0.11067243,-0.121152356,0.7762836,0.19668154,-0.4637708,-0.35746533,-0.5267973,-1.1097739,-1.3112003,-0.04597388,-1.9149953,-1.1592143,0.6778624,0.8160127,-0.66907555,-0.47675616,-1.0477363,0.5111947,-0.15751885,-0.8190161,-0.28544915,0.11638784,-0.69025964,0.27889973,-0.5358879,-1.0920721,0.47838938,-1.7990389,0.6223441,0.95481604,0.6472734,0.19215633,-1.0072281,-1.028162,0.30538312,-0.020617776,-0.314805,0.15347911,-1.2954874,-0.18343876,-0.70490485,-1.5647991,-0.9208559,0.22817454,-1.3353989,1.1091051,-0.50602174,1.204742,0.23417619,0.62780696,1.2893224,-0.9903662,-0.029328335,2.923091,0.29483354,-1.2960348,-1.4021516,-0.29108465,-0.5572047,0.4709261,-0.1995161,0.87145114,0.04591898,-1.4728814,-0.34056357,-0.115847595,-1.7249081,-0.9448078,-0.47913048,0.24670753,0.029098447,-0.21481352,1.714242,1.0296413
NCI-H3255,0.4284173,-0.38391942,-0.31569895,0.75516903,0.058888018,-0.26303348,-0.23077512,-0.63391185,-0.6504642,-0.24871452,0.39598823,0.3547999,-0.023703545,0.25709483,-0.8519167,0.5058983,-0.026326437,-0.37404278,-0.38181993,0.22265041,0.58812916,-0.12535764,0.38888842,-0.3787248,0.03044637,-0.021597236,0.31170586,0.19374305,-0.4365716,-0.113698594,-0.44706732,0.2413406,-0.012500346,-0.20388643,-0.44811952,0.6158506,0.10682332,-0.20852055,-0.04501442,-0.029607505,0.18838383,0.45225406,-0.54736274,0.39431968,-0.2686097,0.43945688,0.781593,-0.02085577,0.30390763,-0.28087986,0.5019717,-0.28135186,0.27517557,0.5382727,0.24154088,-0.1193534,0.6110695,0.49413747,0.18568863,-0.6250683,-0.79353523,-0.14133927,0.8728899,-0.33054864,-0.46142223,-0.62940127,0.17100902,-0.29538855,-0.1059647,-0.30579284,-0.093482204,-1.6564379,-0.32543302,-1.3339558,-0.44397575,0.45998836,-0.28295657,-1.0409482,1.342177,-1.5495988,-0.98060715,-1.4269965,0.60426927,-0.9146047,0.7523988,-0.594085,-0.106570855,0.6561468,-0.6978674,-0.7759632,-0.37895864,-0.9055477,-0.3212758,-0.41976246,0.9240624,-2.277027,-0.13613611,-0.29485884,-1.4550438,-1.0000129,1.0545887,0.3963738,-1.0260046,-0.44915047,0.8051684,-0.12035374,-0.24464166,-0.22067127,-0.8313262,-0.5128407,-0.4560205,1.2766477,-0.2659527,0.6252119,-0.66839784,0.4550374,-0.6676831,0.47712854,0.13890713,0.27657005,1.0706434,-0.6665832,0.7848943,-0.80941796,-1.5063578,0.488505,0.38880333,-0.13204977,0.19583228,0.34970996,1.0296389,0.16791871,0.04831244,-0.09507778,-1.0875348,-1.2792454,-0.0443731,-1.8774744,-1.1300185,0.655424,0.79941016,-0.65903586,-0.46288332,-1.028976,0.49035498,-0.15518337,-0.80525464,-0.28810728,0.115014546,-0.6867013,0.2783206,-0.51671773,-1.078535,0.4710766,-1.7727512,0.606009,0.9352919,0.6314866,0.1730618,-0.9947693,-1.0104749,0.2967709,-0.011532992,-0.29040727,0.15016365,-1.28305,-0.18829273,-0.7025464,-1.5305221,-0.8985552,0.21478246,-1.3117579,1.0987086,-0.5051147,1.1751806,0.22926757,0.6092983,1.2680973,-0.9753407,-0.023130745,2.864507,0.2863895,-1.2629055,-1.3570932,-0.27948424,-0.5509456,0.46213818,-0.18698089,0.8580664,0.046844102,-1.4422214,-0.3291276,-0.117190145,-1.690999,-0.9159368,-0.47441408,0.2446138,0.026193988,-0.21589343,1.6854537,1.011513
