,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115
KYSE-180,-0.6092655,0.6033927,1.4423404,-0.5070541,-1.2157738,-0.52566934,-0.5563014,-1.2797848,0.026682537,-1.0284595,0.4431569,0.7990933,0.085311614,-1.7134719,-0.6672237,-0.81478745,1.5747112,1.2911111,1.9893906,-1.5147012,3.0560517,0.1908712,-1.0536625,0.30621755,-0.39412042,-1.4786551,0.11402706,-0.91246927,-2.6647303,0.26719332,0.29434,1.3351748,0.34493363,-1.0263467,-0.21734212,0.5774943,-1.5851727,1.2298203,1.3328208,-1.5277123,-1.4730874,0.3542675,1.2218018,0.50618356,0.6624402,-1.4735439,-2.0558386,-0.044174246,-1.9519702,-0.99648625,0.43585685,0.4167562,0.64353156,2.8562508,0.97631127,-1.2280647,-0.21547827,2.4035697,1.9207402,-0.31766698,0.4946476,-0.18924776,-2.184947,0.004418578,0.6493676,0.9730702,0.25694433,0.4945919,0.62143624,-1.0018154,-0.18127733,-1.1646464,0.6487513,-2.3641095,-0.24881253,2.111914,-2.9317095,-0.19439396,0.31359622,-2.287037,-1.8439456,-0.16364044,0.648144,-0.51685184,-0.46952295,-0.5445172,-1.3405877,0.15459326,-1.4400172,1.3583488,1.3981831,0.18420914,2.167789,-0.43923134,-0.8130536,-0.38928044,-1.08965,0.54269886,0.5761918,-0.33604875,0.16258661,-1.1608225,-1.417262,0.7900701,0.044407323,-1.1949469,-0.42779765,-0.39162296,-0.33631864,-1.4680119,0.22928384,0.16153583,-0.9592211,0.68501425,2.244506,-1.4075563
SKM-1,-1.8572857,-0.21593523,0.5536002,1.4526937,-0.9538514,-0.19649208,1.6674769,2.013549,0.5402416,-2.4170103,-0.7243455,1.0465689,-2.5569174,-0.3650238,-0.095688835,0.4133154,3.0202,1.1618737,-1.2462621,-3.3249354,-0.48731792,-2.713922,2.8580966,1.3292278,1.414087,-1.2498026,-1.9526727,-0.9003281,1.3422086,-2.4563792,-0.12069225,1.1159263,-0.7779824,-0.76379114,-2.8938062,-0.9891815,-1.0078713,-0.8671122,-0.044738203,0.14390498,-0.99460924,-0.5607068,0.9710758,0.97428447,-0.605185,-1.0297191,-1.0162638,-1.8725731,-2.0551767,-2.5721264,-1.4663161,-2.434499,3.3636808,1.4528172,1.6391886,0.22261328,2.6882207,-1.9839216,-0.8712406,0.053025976,-0.27818617,0.24294807,1.2763637,-2.3108044,-0.45149803,-1.1079365,0.82491845,-3.3745348,-1.6915817,-2.407549,-0.83189404,-1.821538,-0.023064017,-0.54056364,1.3885498,-0.8237468,-2.8750365,0.58317935,1.9500473,-2.8587499,-1.2773303,-0.747475,0.01643559,-0.5626469,-1.2780923,1.3512901,1.0720279,-0.67372614,-0.5661701,1.5431836,0.24142432,-3.118193,2.207495,-0.011952788,-2.9929593,-0.46137273,2.0150328,-4.17689,-0.7538254,1.9438442,-2.2714136,-1.6704695,-1.8711467,0.19978157,-1.1409631,-2.413309,0.116811335,2.1560333,-0.9522805,-3.1274116,-0.48380244,-0.77166975,-2.1712422,0.17623335,-1.572243,0.5034858
KS-1 [Human glioblastoma],2.7799268,0.6134425,-0.74668163,-0.9791096,0.90617764,1.2720118,-0.5698869,0.7221483,-0.52378994,1.0503497,0.24132127,-0.96189916,0.29761901,-0.932429,-0.6592446,0.8944438,-0.5429054,-1.1972544,-0.9031141,-0.6118323,-0.21856828,0.016196638,2.651871,0.14741153,0.15706354,-1.6616485,1.4662178,0.37847406,0.61978,0.5449179,-0.5127571,0.32475194,0.07732767,2.2573588,-0.13125412,2.0412297,-1.7633809,-0.38632482,0.7111772,-0.7744485,0.31574154,-1.5658153,-0.45499486,-2.078578,-0.82976675,1.6488234,-0.8975996,1.5253425,1.7287862,-0.8035003,-0.6958469,1.8298448,0.7463547,-0.87668204,-1.0261017,1.0964352,-0.6267392,0.50310266,0.006667465,1.8815396,-0.8949203,-0.045481235,1.5738838,-1.4586385,0.9953393,-0.24867576,-0.8026646,0.55076134,0.47627288,0.268371,0.585045,-0.64496064,-0.39351895,0.3905887,-0.20522389,0.9254906,-0.106498316,1.9679167,0.0024529696,2.19286,0.028715543,0.40102684,-1.7807678,1.4887239,-0.9203873,2.212951,-0.20424888,-0.2156887,-0.53476244,-0.9895975,-1.5624428,1.0774118,-0.030346252,0.42637205,2.3210325,0.13676122,1.4898515,0.23829602,0.64848864,0.03437581,0.98801947,2.0422916,-1.1167381,-0.9803489,0.78925645,-1.9108793,-1.538981,-2.5802927,-1.121455,-1.5630019,1.0171225,0.740783,-0.12848328,-3.1110082,-0.7211228,-0.24934086
MEG-01,1.0512823,1.5609052,-2.187151,1.1435034,0.55011696,2.4715023,0.38566017,1.2662694,-0.5220229,-0.8589438,0.1631533,0.6087278,-0.18438019,0.8443471,1.0309608,-1.7030753,0.4344266,0.09879005,-0.051073108,-0.83018816,1.8816203,0.5122889,0.07000937,-0.86771905,-0.63472086,-0.038278215,-1.03305,0.5959512,0.5822629,-1.4220496,-1.6662389,2.715013,0.63595366,2.5451813,-0.007889032,-0.7190987,0.6166059,-2.240443,0.0753979,-0.14011161,-1.2039576,1.076066,1.5390478,0.34063616,1.072114,0.49216083,0.44336092,-2.8539562,1.0204197,-0.34103903,0.6578685,-3.1152527,1.1775016,1.6656122,-0.32681602,0.68454677,0.86436075,-0.926372,-0.6859705,-1.5857595,2.8678346,-0.024254177,-1.030139,-0.53236705,2.0492587,-0.6986922,0.12850255,0.50044763,-0.69551885,0.12361435,-1.2071309,0.32397532,0.40017518,-1.8719234,-0.07074663,0.08358022,0.15759435,0.36666894,0.6427361,-0.14100283,-2.671407,-0.028784588,-1.4528995,-0.65538967,2.8223393,1.7913705,1.5645038,0.44101468,1.1629204,1.099,0.6590875,-3.510052,0.38814333,2.0793183,-1.7345654,0.2963212,2.9741259,0.6899743,-0.82031065,1.322667,-0.49825874,0.07879796,0.2388992,-0.044351812,0.06837631,0.1797714,-1.1919948,0.94284767,1.8230859,-0.024603747,-0.87540835,-2.5145202,0.37638628,0.44645387,2.520982,1.9162402
SU-DHL-5,2.5424228,1.2194048,-0.8489241,0.16898787,-0.73208505,1.449181,1.0381716,0.5899001,2.7170498,0.115231104,0.5044397,1.0400034,-3.4574008,0.22770457,0.7134432,1.53461,-0.30351314,0.5992268,-1.3631012,-0.97014487,-1.6530075,-0.18884137,-0.7222965,-0.80456054,-1.1784954,1.683636,-1.1014258,1.774856,0.0626598,0.93380785,-0.54935306,-0.75364727,-0.57822496,-0.15639105,0.8855769,0.5517199,0.73259044,0.19477092,-0.9562067,-0.34358704,-1.6820588,1.8088808,-0.13485503,2.1992145,-2.3969893,0.47422624,0.9851075,-0.5800952,-0.48892182,0.38837045,-0.7678873,0.728698,0.99178714,-0.31342816,-4.750248,2.4541633,1.3769599,-0.4028178,-0.50815725,-1.2301407,2.440394,1.4530303,-0.6082454,1.5971925,-0.96140814,-0.47437274,-0.45254722,0.25457305,-0.77401626,0.00938078,-0.64437723,-0.59771305,1.5285826,-0.30125734,0.8976267,0.4459225,-2.742131,-0.19369936,-1.5785923,0.24779475,-0.54596156,-0.14807889,0.4333409,-0.6472547,0.16404419,1.2770658,0.2000494,-0.3019076,0.33046103,-0.6665329,-0.32940775,-1.8951627,-1.970738,0.98073,-0.9101217,-0.30979782,2.12175,-0.37449571,-0.7886806,-0.17773445,1.0132817,0.4674489,-0.38059455,-0.016457014,-0.56796527,0.4534614,-1.7206649,-2.654298,0.7912894,1.2785605,0.014697671,-0.10222724,-0.40305102,-0.24541074,0.8877747,0.0702878
FTC-133,-0.6367539,0.29716995,1.2143614,3.4793131,-1.9359524,-1.7434528,-2.1045527,0.75267786,-1.8577453,1.152825,-0.0871773,-1.3810636,0.5101967,0.29286653,1.1684718,-1.4265261,0.35035375,-1.3222713,1.7560984,-0.52295053,1.1575501,-1.0047255,2.087781,-1.901652,3.525775,-1.0635692,0.23901811,-3.0227735,0.52860034,-0.0479922,-0.38122454,-0.064335376,0.7088653,2.7671595,-1.867006,-0.65437,-0.7720083,0.15496063,0.99162996,-1.2237828,0.29578388,-1.7809559,0.8808905,-1.8923751,2.301439,0.45803717,-0.1686643,-1.3436239,1.2389426,-1.5748214,0.37670904,2.1025577,0.37015888,-0.4289906,2.812564,1.3789397,-3.105043,-0.56874657,1.3664486,0.5881064,-1.9934777,-1.198129,0.06785238,-1.4863468,-2.4298916,-0.51354665,0.20981973,-0.24884823,-0.74141705,0.18431218,-0.90997386,-1.5176826,1.6510036,1.6866269,-0.97764254,2.2372282,0.025941936,1.0783011,-2.05761,-1.76936,0.23079678,2.3909764,-1.3780487,0.49897286,-0.24434406,-0.8641412,-0.19980736,0.5243997,0.3392574,0.9118745,-1.2499593,-1.1947374,3.3463888,-1.0787598,0.92961013,0.31463522,-0.13861656,0.022119015,2.1802819,1.4761364,-2.9332166,1.7638404,-0.3145264,-0.57304776,2.0321605,-2.1166725,-0.51124483,2.6464663,-1.2858307,-2.9351625,-2.1454055,0.57189214,0.27353027,-1.1391034,0.5520973,-0.6783689
L-428,0.82275546,0.86275935,1.8165789,-0.92551714,-0.050276205,2.350926,0.45086443,1.2313408,0.22692303,-0.6776915,-0.121428266,1.772628,-0.7634592,0.34889,0.05512172,1.8404047,-1.2592723,-1.4585335,0.7100398,-0.24495484,-0.8548247,0.62298715,-0.08403897,-0.13676521,-0.28414044,0.79263365,1.3824016,1.9137869,-0.8587024,-0.111365035,-0.09156388,-0.19583413,-1.2708864,-0.5300115,-0.98482597,-0.44202992,0.7846773,-2.6190126,-0.8806919,0.1631636,-0.6511171,-0.27352485,-1.408887,0.93140656,-1.1384131,0.6878579,0.9022771,1.1962043,0.74058074,-0.7382846,-1.8320932,0.18682083,1.5514793,-1.5946826,-2.606775,1.1209459,1.936894,0.5567581,-1.1454363,-0.044492282,1.9814624,0.8770788,0.69548213,1.5102059,-0.6187528,-0.46085417,0.06574461,-0.30454868,-1.7200311,-0.2580412,-0.41836986,-1.2112061,0.12683724,-1.260038,1.2590432,-1.3792247,-1.7275219,-0.0047497973,0.14934666,0.4678291,-1.6301526,-0.08640373,1.4114064,-0.1800919,-0.15452442,0.12879694,-0.44729343,-0.95204735,0.7818832,-0.79246044,-0.6784704,-1.3050187,-2.1964958,1.1210165,0.19054693,-0.033245537,1.8454192,0.74019074,0.10312699,-0.64291483,1.9184992,0.9178221,-0.55665797,-1.0035859,0.40348518,0.37821645,-2.5421221,-0.3305261,0.25244188,0.68663144,-0.2181298,-1.7079394,0.6607785,-0.68057996,0.8900212,1.4803187
Lu-99A,0.8161907,-0.25190008,0.39237335,-0.4690133,1.7211723,2.371605,0.08145609,-0.6471557,2.2109897,-0.2770116,0.91365147,-0.43452775,0.7315048,1.2555721,-0.4193833,-0.35063183,-1.2607843,-1.7704408,-0.42794347,-1.9543908,1.6853216,2.0602415,-0.0750947,-1.6327809,0.20315981,-0.8305459,-1.2243729,-1.3598512,-1.0484011,-0.9135967,-1.5197921,3.757456,2.4198458,-0.5674253,-1.3116416,1.649756,-0.11089814,-1.5585694,-1.6377101,1.0327678,2.8687887,-1.9720681,1.0439372,-1.3874302,-1.3170962,0.61713266,-0.39946944,0.6820713,-0.0136122,-0.48554015,1.2429886,-1.0406368,1.2644814,0.744865,1.0525405,-0.32693124,-0.61976343,-0.9113143,0.8995805,0.9567319,-0.97193575,-0.75031006,0.17905685,0.21027136,1.0652733,0.7878941,1.9445537,-1.0068285,-1.3253769,0.86217,-0.3772112,1.1764195,0.5191007,-2.3847272,-1.2153769,-1.3164423,-3.3093607,0.57450503,0.042379584,-0.7184402,-3.2559147,1.5143532,1.3655343,-0.4047743,-1.1452515,0.03060779,-1.2745465,-1.9237314,-0.022349082,0.13139315,-2.049701,1.007929,0.67203295,0.005695358,1.0003971,0.22592884,-0.21788673,-0.623891,0.23718098,1.5504564,0.08776995,0.7280618,-1.0586051,-0.43779874,1.3201778,-1.3786556,-2.9582934,0.852952,-0.38449734,-1.4745601,-1.9529071,0.58385825,0.71147734,1.1075081,2.2112412,-2.6010573
RT-112,-1.0526385,0.04674676,-0.16138722,-0.57473916,0.4963269,0.3786202,0.6936627,0.8954878,0.23685649,0.51347053,0.13944414,1.675488,-0.41276658,-2.5648437,-0.9228916,0.8873683,-0.57078665,-0.31014565,0.7071748,0.8045029,0.3244002,1.0935798,-0.08602996,2.3853068,-1.6451967,-0.19503321,0.33973116,0.33181354,0.28349647,-0.46179375,-1.3006525,-0.70863104,-0.28692785,-0.42680722,2.9515853,1.0054992,-0.63053656,0.869187,1.594283,0.122962296,-0.27377543,0.23324983,-0.3264339,-0.6466281,-1.2835166,-1.5045261,-1.8126609,1.4687648,-0.08891693,0.5920708,-0.66656864,-1.4299891,-1.5839612,0.017052352,0.68899477,-0.9482627,-0.7096932,2.0295415,-0.27649286,-0.8392829,1.2352178,0.05278663,-0.20198794,-0.5795831,-0.8806015,0.39378017,-0.771734,-1.0685277,1.6008406,-1.7049652,-0.80337584,0.14555255,-1.8844224,0.7114544,-0.30863014,-0.7066172,1.2362648,-0.17136076,0.7920071,1.2809701,0.2310379,-2.7633011,0.30241996,-0.28410953,1.7401586,-1.821922,-0.3087735,-1.0148472,-1.0525202,0.11672069,2.6525009,0.44914016,-1.0706626,2.1054382,0.024488464,-0.6017371,-0.77086115,0.22797713,1.5150228,0.13329507,2.248867,-1.3293344,-2.122916,0.49549356,-1.9983224,0.23922242,1.1369668,-1.5498724,1.3541106,0.55386096,1.3007737,1.7225243,-1.1753992,-0.12793627,0.23063645,-1.3302331
NALM-6,0.9228963,0.6601112,-0.33303943,-1.5892726,-0.25186294,0.62417376,2.611662,-0.38535687,1.5525261,2.160646,1.5199676,0.24587843,-0.5750157,0.1900391,0.5617359,1.8285768,0.34819442,1.7124379,-0.79412466,0.3863886,-2.33667,-1.2987574,-0.90500325,-0.51302296,-1.1759126,1.0965556,-1.9887414,2.3636167,1.4298686,-1.1863791,-0.90125453,0.21301934,-0.48353174,-1.3967851,0.124939725,-0.96017474,0.42510596,0.35774446,-1.7353234,1.0040767,0.022321716,-0.8133256,-0.5222799,0.853704,-0.9245057,-1.2815619,-0.08086704,0.030793853,-1.0662246,1.3118827,-0.3388393,-0.68785393,0.8112554,-0.064439446,-2.169905,-0.119970284,0.5352983,0.29784018,0.17371027,-2.886149,2.152933,-0.65842175,-0.44063735,1.6339337,-0.45251676,0.74768585,-1.8196062,-1.1712481,-0.57724255,-0.7910041,-0.22418043,1.1517835,1.1958895,0.26735222,-1.4863193,-1.4079385,-2.2239447,-0.47898558,-1.0756207,0.6960812,-0.7427647,0.9794349,-0.8922274,-1.0409667,0.98123074,-1.3881058,1.5359628,-0.6600845,-0.5257257,0.55385077,-0.005632989,-1.0674423,-1.0035887,0.567223,0.56892884,-1.9426206,1.4884052,-1.1367803,-0.99916637,0.26397523,0.23577741,1.8926462,0.5002459,-1.1171949,-1.4824444,2.2947557,-0.4835805,-0.85789514,-0.793875,1.15943,-0.66906905,0.45984453,-0.55151284,1.7596933,-0.1014453,-0.28022233
Hs 578T,0.58624285,1.0407076,0.62736964,3.1902099,1.6047168,2.2825282,-1.0883055,0.92073774,-2.6396499,0.8872367,0.45459005,-2.1983674,-1.3504678,-3.0161169,-0.23830949,-1.0238259,0.73576266,-2.576864,-0.68077904,0.5869891,1.5556649,-1.0340267,3.4833345,1.4287264,-0.07271507,-3.1850688,-0.28473073,-1.8192018,1.3104427,1.4114336,0.53197515,-0.9025591,2.1122503,1.5032952,-1.3085575,2.805351,-2.6244874,2.2938967,3.4634745,-0.03420465,-0.5019905,-3.943078,-1.2807533,-2.9520197,-0.37228426,0.84575236,1.6704726,2.1241705,0.9190111,-2.0544522,1.60116,2.6435258,0.04278551,-1.4828113,-1.1717306,1.0220869,0.20087868,-1.2041562,-1.0817806,1.8458008,1.2416338,2.786218,1.1322798,-1.9203428,-0.213648,-1.6780906,0.62538517,2.3936021,0.77412045,-1.2048802,-1.7898021,-3.382806,-1.1815637,-0.33851254,1.6174412,1.0372797,-1.5384097,2.6335568,-0.638445,2.2150679,0.14612415,1.3707285,-1.1192825,3.2819865,-1.6808488,1.0742174,0.4890314,-3.1531737,-0.07766263,-1.4437183,-0.5443304,0.3161475,1.9237388,-0.30796406,2.4820738,0.23076232,1.7281575,-0.6754631,2.7494655,-1.0247561,-1.2003537,3.9941201,-2.2258713,-2.9591625,-0.83274347,-1.7872936,-0.32989383,-0.899783,1.503772,-4.712059,1.2578888,-0.19057629,0.011146136,-1.1379163,-0.26361275,2.4283874
TIG-3 TD,2.5745292,1.7415438,-1.5443993,1.2328854,2.221165,0.15916534,-1.0071901,-0.2773169,-1.4406083,0.8732494,1.0591155,-2.2886055,-0.39486498,-0.30326706,0.7363896,0.28976578,0.21557128,-1.9703118,-1.5069802,1.1054173,0.39276475,1.1313636,1.4731426,0.39588612,0.10139631,-0.8712049,-0.74164355,-1.4687508,2.3170183,0.90564895,-0.58651733,-0.28239572,2.3913944,0.41438523,-0.43042964,1.3060436,0.19992019,1.0104767,1.9866751,1.5924304,-0.48563936,-1.3521738,-0.080704,-1.1336584,-0.7151999,1.2226572,2.001426,1.9819609,0.3751301,0.70443743,0.81415594,1.2434398,-0.82572204,-2.2962754,-1.7175468,-0.004768003,-0.39173818,-1.116226,-2.3216085,-0.5812967,0.2604186,0.13171321,-0.37292042,-0.24758328,-0.30610353,0.51718676,-2.229683,1.6086078,0.7382243,1.5203793,-0.11600567,-0.4826733,-1.5361457,-0.84212184,1.2270021,0.70315534,0.8528031,0.6903301,-1.6007464,3.4716525,0.79467505,-0.71784836,-0.117530026,1.1487471,-1.7952055,1.1931568,-0.5260262,-0.7663674,-0.47320375,-2.6801412,-0.35921547,2.282711,1.1797147,-0.47072223,2.4634163,-0.39201787,1.3582456,0.88334274,0.55727017,-1.1540587,0.7398205,3.7016084,0.5712257,-1.3008991,-0.61966944,-1.3426349,-0.9115906,-1.7028741,1.6520809,-0.6511712,1.5595285,0.87649363,-0.016614376,0.65742856,0.70528764,2.7647345
KCL-22,1.7187481,0.8339066,-0.45929042,-1.2205524,1.6197538,0.54514325,1.5443838,0.98688686,0.7944896,0.20842391,-1.1021619,-0.19827159,-1.5545253,0.5644316,0.76242137,1.4293838,1.1334331,1.5219564,-0.46984875,-0.5491524,-0.6267722,-1.5170665,0.17526147,0.39264053,-0.26834974,0.44430125,-1.0057523,1.6796008,0.18412657,-2.2211227,-0.6641608,1.4916465,-1.0812092,0.3160123,-0.7276294,-0.23358732,-0.4572004,-1.363116,-1.3181208,1.058154,-0.88260317,-1.1961817,-0.4306634,1.270331,-0.21040262,-1.1562369,-0.8171485,0.15375184,-0.6168261,-1.8235247,0.49853396,-2.0163174,1.9269359,0.39852983,-0.5837796,-0.66753036,1.9103086,0.08423098,-0.76506305,-1.9137827,2.0842996,-0.8387091,0.13121298,0.065127745,1.8859771,0.13384551,-1.4413012,-1.1412079,-1.6168166,-0.97749776,-0.8657143,0.31176153,0.009949356,-0.6937937,1.1997633,-2.037602,-2.6971726,-0.021846578,1.3055226,0.80659884,-2.333547,-2.003119,0.499633,-0.5085225,0.3806846,0.53186953,0.23097874,-0.3054524,-0.17674984,0.9022005,0.09694281,-1.2872008,-0.7313508,0.860441,-1.2394854,-0.14094518,3.0707731,0.036737144,-0.55013615,0.93963355,0.6254351,1.2621136,-1.2223107,-0.26180747,-1.4193593,-0.19564825,0.33677155,-0.3277448,0.49940392,0.7520277,0.48381755,-1.5923401,-0.9102926,1.3463409,1.0313476,2.183571
TE-11,0.6558491,-1.0079672,1.2562716,0.6603267,-0.8833782,-2.2508616,-0.8501898,-0.37289935,-3.0117428,0.7719723,0.05987014,0.39838183,1.1583204,-0.7654365,-0.7649097,-0.80262876,1.5135071,0.649263,3.9726214,0.90220386,3.860146,-0.4574619,-0.38654253,-0.45971388,1.1305448,0.84202325,1.8776338,-0.2934575,-3.2641444,-1.646435,-1.3153352,-1.5378871,-0.7234804,-1.8299356,1.1599383,1.5524651,-1.6216191,0.54599804,5.0111294,0.36185804,-1.1592491,0.20552756,1.9698186,-0.708382,0.7181264,0.41506052,-2.7711134,0.11998111,-2.2517352,-0.83876586,-1.1043293,-0.31631348,0.3791354,3.3270059,0.285923,-0.85489273,-2.3778298,2.38017,2.8496633,-0.771153,0.99369246,-0.4371407,-1.7434492,1.0765623,-0.97201645,1.3560435,-1.4702822,0.6183504,-0.21079905,-2.038528,1.7304674,-0.34087646,-0.9482037,-0.82520485,1.2338712,-0.076331854,-0.58197457,-0.24907734,1.5401253,-1.8770928,-2.6965249,-1.0128711,0.56230295,-0.03503362,1.7668935,-4.8137245,-3.369994,1.0285013,-0.62071145,1.248259,3.5620558,0.20741042,1.7441492,-0.28912893,-1.150893,-2.462994,-1.8795774,2.8381898,-0.96139,-1.6917226,1.7692395,-1.8746716,-1.4445072,3.292122,0.05291809,-2.7673643,0.21622404,-1.2422613,1.2097301,1.9640806,0.842029,-0.10251881,-0.58071244,2.548971,1.1966549,-0.057239056
HGC-27,3.8811016,2.624815,-0.41244808,-3.4883335,-0.7970791,-0.3478854,1.2609391,-3.1819818,-1.8897134,-1.9460379,-2.024827,-0.1772979,-0.8219175,1.598903,-0.25873214,-0.76991194,3.0835505,1.6314592,-0.3600424,-0.92554545,-1.1537238,-1.3902857,0.76084274,-1.4576852,-0.114979446,0.068359196,0.48534554,2.5322392,-1.6627663,-0.9290501,3.93535,2.3247502,2.0171545,-0.9666065,-2.934424,-1.2919955,-2.5961516,0.88828236,-0.87992704,-0.9965161,-1.9426454,-2.8811414,1.6608858,-1.1292956,1.396706,0.518518,-2.1428065,-0.4092607,-0.5714819,-0.84114635,-0.57940674,-0.92725486,1.7800997,1.8328965,2.0316994,0.49267536,3.6694608,-2.4160855,-1.6039085,-2.099541,-1.1328709,-1.3210592,-2.689986,-1.7194052,0.46579424,-2.1895204,1.0499933,-0.80913913,-1.5635105,-0.18543926,0.12934065,-1.5964626,1.0742829,-2.0716197,1.522178,0.96068555,-4.5240684,0.8937479,-1.8326583,-2.594985,-0.74527705,0.03497371,-0.22809085,-0.20884037,-3.5413764,-0.6104849,-1.396033,-1.5233383,-1.3304968,-0.06713588,-1.6976273,1.6775959,1.9520185,-2.4526262,-0.2717851,0.42706987,-0.09900788,-0.4756139,1.0002522,0.6528297,1.7832085,-0.34903052,-1.0783226,0.1615321,0.8628143,-2.0070472,-1.8493713,-0.519617,-1.4135221,-2.1635501,0.6844971,-1.2792917,0.85778946,2.224705,1.1138066,0.21410806
DND-41,1.2070706,-0.4475634,0.9382952,-1.7077466,1.2297237,-0.137377,0.6339688,0.9551512,-0.08486697,1.5570006,0.7440126,-0.34231323,0.99302423,0.4270091,1.771427,2.2840848,-0.18604282,0.21703544,-0.30797684,0.5065287,-1.0888548,-2.2986033,-1.0605195,-1.0707946,-0.8223279,1.1031113,-1.9428289,2.2342906,1.9310441,-1.08879,-1.831177,0.1594852,-0.9468331,-1.2736791,-1.2033969,-0.58343023,-0.9199371,-1.3364053,-3.1372576,0.89884394,-0.8281666,-0.66135734,-0.5242232,0.15034367,0.86761373,-1.9769545,2.0278838,0.6402261,-0.9382557,0.14533639,-0.690164,1.3494734,1.8959886,-0.9153587,-1.2963178,0.5078585,-0.59863585,0.7521771,-0.13664141,-1.9172918,1.9524653,-1.1798848,-0.0006941664,1.9369826,1.5212138,0.71124023,-1.5779985,0.030215621,-1.0551946,2.4553018,-1.9730659,1.360994,0.029751064,0.24829946,1.5950085,-1.5334575,-0.64651746,-1.511343,-0.598184,-0.19821605,-0.9590272,0.68215233,0.5550505,-1.4690485,1.8090835,-1.7916418,0.5059477,1.6477472,0.13222189,1.745146,0.21241435,-2.1507764,-0.7101627,0.85182345,0.23007692,-1.5645906,1.4082721,-0.77696407,-0.9445815,-1.2767744,-0.8432253,1.0871062,0.5341509,0.92131674,0.35168898,1.9818468,-0.0040566646,-0.791788,-1.1059252,3.6539712,-0.35875797,-0.07664429,-1.4434214,1.5952269,0.11412207,0.76771456
HCC1500,-0.36890072,-0.63932157,0.2381387,-3.1888406,-0.5512227,-0.22658843,1.8445346,-0.22020532,-0.10903756,0.38752756,0.3651219,0.6812066,-0.77805257,-0.41940722,-0.56442666,-1.0254254,-0.97538006,0.21402691,2.3160167,1.0298287,-1.616993,-1.8896086,0.28703398,0.3891032,-0.953024,1.8205318,-0.26232332,0.9935908,0.792903,0.12111249,0.21558836,-1.4829261,-1.4803072,0.42701885,0.7983349,-1.2204185,-0.31405893,0.4328925,-1.011605,0.84384334,-1.3550521,-1.4807966,-0.63390726,-1.3470162,1.220377,0.742704,-0.37693968,1.0888951,1.0605793,1.9018348,1.1702757,-0.14504325,-0.8440719,-0.48144442,-1.0768167,0.71530944,0.01976009,-1.0433292,-0.072251156,-0.034012333,1.2505614,1.0471033,-1.0409887,0.19730361,0.14589968,2.3752081,-0.94615614,-1.7588056,1.3339695,0.7206446,-0.70553493,-0.36367032,-1.9918293,0.034883484,-0.62730575,-1.2321142,1.6473299,-0.7866354,-1.5669069,2.3220935,1.1315653,-0.002148293,-2.3683672,0.019470736,0.86743987,0.5465945,0.89403105,0.8960479,1.7800274,0.665433,0.7344925,-0.30096868,-2.0541883,0.35542488,2.9911995,-0.7398674,0.5637249,0.8876366,-2.471834,-2.3906193,-0.5056653,-0.19849864,2.9105852,-0.5328275,0.80482566,1.6355793,2.0174234,-0.08641481,0.5272867,1.5927237,0.12973158,-2.682311,-0.36457345,0.60114306,1.7459137,-0.07936615
NCI-H1048,0.79445934,-0.3605153,-0.85722303,-2.09669,0.3467338,-0.961742,0.7079736,0.12680365,0.60090166,0.44965518,0.7528588,0.5972375,0.7533618,-1.5074564,0.5708242,1.187936,-0.69236416,0.72525954,0.5632233,1.3530812,0.83828664,0.11251764,-1.3487633,0.64631337,-1.4873369,0.87755877,-0.034269813,1.4576951,0.61321926,1.1943625,-0.095181614,1.3376629,0.16113955,-0.22641592,-0.15353997,0.19697331,1.0221307,1.5760797,-0.38233164,-0.9673919,-0.7975521,-0.02085169,-0.24641316,0.31478274,-1.3999813,0.8878298,0.22417475,0.3128919,-0.52328044,1.9080702,1.1873732,0.15447435,-0.8156313,1.0778638,-1.7415811,1.1621727,-0.13071817,0.10231736,1.947725,-0.9591047,0.9722494,-0.26859337,0.12849124,1.0340198,-0.5750648,0.9593111,-0.70355856,1.156155,1.6289264,0.5211924,0.71246046,2.0428243,-0.53504837,1.0189966,-0.6999309,-0.21819676,2.1482403,-0.71163094,-0.64923334,1.6959603,-0.28868926,0.95491886,-1.2332033,-0.34448776,2.2659068,-0.053858876,-0.24895391,0.427579,1.6199039,-0.0628761,1.9395283,-0.42006254,-2.6958218,0.76258206,0.81585526,-0.5623961,0.33295882,2.0050936,-1.9615315,-1.3819189,0.41894498,0.79682803,1.9839257,0.14047861,1.2664522,1.2342337,1.7423455,0.63229424,-0.47701728,1.4855342,0.14561561,-0.43149757,0.62176675,0.14435142,1.1677809,-0.21776943
