,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48
JHOM-2B,0.5193813,-0.008049913,0.04841692,0.5359241,0.68524957,-1.5166484,-1.2370518,2.8193529,-0.67748857,0.031390145,-0.9309914,-1.101273,0.9007058,0.744599,0.96084124,-1.189787,-0.51735395,2.149448,-1.1813942,-0.7164634,1.9291145,-1.1196954,-0.6306526,0.33401427,-1.2654952,0.5337295,0.40445596,0.47468558,2.1020322,3.013476,-0.8758162,0.3931369,-0.100653514,1.4338769,-2.2393758,-0.031041373,0.94342965,3.2132955,-0.1721095,-1.1343521,-1.4122074,-1.4983408,1.0386221,-0.9716176,1.1178343,1.6205872,0.11977367,-0.8406731,-2.837107
NCI-H2227,1.06728,-0.0022485144,0.7674633,0.58056056,0.24764486,0.060851987,-0.70472854,-2.9891944,-0.40467104,0.7348479,0.7587596,-1.3583326,-0.15269208,0.8606952,2.4607053,0.16013166,-2.2181587,0.41162765,-0.13130276,0.41101733,1.1274731,0.1701175,0.2158258,-0.7656369,0.94446826,-1.0666701,-0.49335307,-0.72498983,-0.4128907,0.021233045,-1.3161044,2.371993,-0.9091325,-0.75958663,0.54910535,-0.07280295,1.0106891,0.046278495,-1.292888,-0.25444752,0.45665658,0.4874873,-2.1120536,-1.5757704,-0.9278523,0.9174763,0.14344047,0.04381498,-0.43941903
SW1088,0.1572844,-1.600963,0.58799493,-0.7949986,-0.17179725,-1.6895031,0.95759934,-0.36421126,0.7942404,-1.6207267,0.3245826,-0.45291325,-0.08162727,-1.5612009,-0.96118677,-0.19596276,-0.19893564,0.1797839,-0.672907,0.8242523,1.5098258,-0.7372793,0.34087765,-0.21315257,-1.469032,0.3090765,0.2786787,-1.0694891,-1.1910408,0.6710962,1.5526615,0.71850777,-0.6719019,0.41270104,0.8449995,-0.24569705,1.4153073,0.7653214,-0.92432594,-0.7997236,-1.1109318,1.0919623,-1.1402302,1.1498152,-0.8301857,-1.2264585,-1.0944082,-1.07175,1.8494173
HPB-ALL,-3.4193985,1.8943973,-1.7530231,0.07847153,1.1823001,0.9196749,0.063109696,0.26146004,-0.5883503,0.9378171,2.113651,-1.8966677,-0.46073252,-1.4417086,-0.6071045,1.9076116,-1.116673,-0.5489713,-1.4592726,0.40277034,-0.08286835,-0.6352455,-0.45091155,-1.3870752,1.8048897,0.7087382,0.42334932,1.0447047,-1.2692678,-1.1519705,-0.071554706,0.34400868,2.138786,-0.5880133,2.117607,1.508435,0.90795255,-0.7295469,0.7583949,0.6342015,-0.71015185,0.079154745,-0.5736638,-2.17026,1.104058,1.2426168,1.0710384,1.395744,0.94285154
MOLT-13,-2.3521292,1.0457603,-1.7646608,0.20075393,-0.47850883,1.3910599,-1.707251,0.7624517,-1.1235054,1.6459012,2.1570988,-0.57186353,-0.49655193,0.39818808,-0.4275968,2.957653,0.96950346,-1.3513569,0.4404657,-0.3716381,0.71713126,0.6618759,-0.9951576,-0.7755266,0.46056026,0.5121978,0.3976124,0.81598157,-1.7303749,-2.0515025,1.1392239,-0.2806735,2.4384427,-0.9060541,2.444371,0.9482016,0.8967858,-0.29432815,0.8573152,-0.20238534,-1.3692834,0.5774388,-0.49614862,-2.2564387,1.9332746,-0.28761473,0.6116864,0.9000618,1.7960309
Hs 698.T,-0.37765554,-1.0202192,-0.44528583,-0.7552744,-0.36711282,-1.5345607,2.6833525,-0.121280566,-0.39395306,-1.6640127,1.4810221,0.035833493,-0.57515514,-0.22191076,0.9797056,-1.1246867,-1.8543633,2.0851188,-0.013101071,-2.7877226,-0.0010920614,-0.72718686,-0.6136427,-1.1920273,1.5536594,-1.243778,0.017631445,-0.23292586,1.6756624,0.29595023,0.34216535,-1.3707347,-2.6705477,-0.3229437,-1.4171635,-0.6231162,-2.669853,0.25493705,-0.75099075,-0.44185886,0.10186088,2.959907,-0.40793884,-1.2153823,-1.3318706,-1.8250433,0.58811903,0.76983935,0.31640095
HCC827 GR5,0.52031195,0.86879414,0.875441,0.6995017,1.4386992,2.3614552,0.58571094,0.35457495,0.46425432,-1.0271682,-0.007279331,0.4843164,-0.16498579,2.0459163,1.4539878,0.18968323,1.6415628,0.81290025,2.2963464,-0.16270447,-0.53814346,0.6359617,-1.2991954,0.47290725,-1.0551399,0.7686568,0.89051044,-2.715088,0.2069387,0.15761293,-2.4104853,-1.0610961,-0.08502405,1.3171124,1.7422913,0.07190618,1.840154,1.2190083,-0.2092622,-1.8734394,0.39140138,-0.7585657,2.0407917,-0.60456693,1.7721418,0.595117,1.8540909,0.6913266,-1.6374664
RL95-2,0.16865896,-0.019737657,0.14384003,0.08406575,0.97754097,-0.6141321,-0.73358643,0.8535227,0.16213818,0.015940843,-3.331052,-0.24927339,0.17105708,-0.36338925,0.6099757,1.2510095,1.1638345,-0.56982815,-0.45780638,-0.08012654,-2.1622627,-0.625097,-0.022221416,1.2395153,0.09995914,-1.7565565,-0.13942567,0.05169417,0.59078836,-0.7897001,1.1068906,0.24117401,0.6111306,0.8349148,1.4903958,1.7823035,-1.2483644,1.1076949,-0.19219932,1.2955964,0.25632742,-0.34132054,1.5257492,2.0123327,-2.522363,1.0765855,-0.83479035,-0.8592017,-0.87007415
SNU-466,0.98847854,-1.6123207,-0.4665952,-3.0533807,-0.6960212,-0.20758356,1.4355572,-0.55176824,-1.3933135,-1.0779123,-0.6667215,-0.11183429,-1.050055,0.88848215,0.78483087,-0.6824861,-0.073880516,1.5961568,0.30264705,-2.7851357,-1.6221873,-0.28440517,0.073994555,-1.3226068,-0.27439433,-0.9157262,-0.4177833,-0.3883827,0.12264107,-1.3283802,1.7172116,0.30018818,-0.7822689,1.393963,0.28824368,-0.8186935,-1.4306436,-0.056799844,-1.4235893,1.089307,-0.0033641176,0.4647442,-0.44892642,-0.02445446,-4.011375,-0.6679322,0.3647272,-1.9435607,0.66657317
TE-6,0.5499655,-1.379145,0.6569673,1.6740986,-2.0051744,0.75109357,0.7099846,1.6930614,-0.007621117,0.3303528,0.46736917,-0.43054488,0.5546115,1.6740619,-0.041366056,-1.6593418,-0.4877202,0.14766957,-1.5878857,-1.1252418,-1.5171267,-0.44948852,0.71668386,-0.6991916,0.34120414,-2.3570642,-0.0024848469,2.4125094,0.66604805,-0.3913168,-0.7661808,0.097223826,1.0281131,0.8764008,1.4181956,-0.3976053,-0.15637583,-2.8146515,-0.19433461,0.39091116,0.94068587,0.56384367,0.23967522,0.3366863,-0.41196477,1.0675731,0.99406296,-0.79407567,-1.8192322
WM1799,-0.662459,-1.5640315,0.7100352,-0.95354813,-0.153131,0.016266555,0.1971429,-0.13500156,-1.4948366,-0.7056007,-1.9363998,-1.1436793,-1.6664078,0.3061415,-0.4954623,-1.8980324,0.18870208,0.14642023,0.6854529,-0.74036,0.781599,0.3254112,-0.26919943,-1.8943465,-1.4657079,0.14509091,-1.9258081,-0.42478925,-0.00019874796,-1.378984,0.3860466,-0.30382514,1.5813739,0.6015978,-1.4749076,-1.8961164,-0.70070654,-1.524538,-0.24283421,1.4941179,-0.65720075,0.19392432,-0.43888187,0.036181316,-1.0149212,0.24363402,2.614525,-0.9815878,0.64371157
SK-MM-2,-2.02304,2.0783725,0.0025201216,-0.9848826,-0.97071373,0.31236178,-0.26632586,-0.007496287,0.6185187,0.84419537,3.8210597,-0.47768015,-0.22685386,-1.4176669,-0.30621403,-0.68815494,-0.2057212,0.012229092,-0.17484608,0.51515794,-1.9417411,0.20376317,0.77671146,-1.2748058,0.5930514,1.3162687,-2.4840684,2.5639117,0.44074714,-0.1669279,-0.22980206,-0.046101086,-0.16670755,0.0649084,-0.3282282,0.8362433,-0.8586105,-0.27685773,0.43112046,-1.6453989,0.5637801,-1.720118,-1.222286,0.66000193,1.5095583,0.77134335,-1.8885952,1.5462176,-1.1494942
COV362,-0.25860476,-3.7996404,0.56223094,0.530741,-0.691978,0.6191257,-0.68665177,1.0850369,-2.4424841,1.4563736,-1.3478878,0.6688986,1.1334511,0.90462554,-0.36614716,-1.1879385,0.4879146,-0.37837043,1.6331495,-0.5461495,2.124745,-0.8833515,0.56466347,-1.5604086,2.3799093,-1.0895275,-0.8587722,-1.2228105,0.09199102,-1.0091848,0.8085659,-0.98492974,-1.1145664,-0.52204293,0.45247966,-1.1422247,0.14604083,-0.52861416,-0.30481368,0.08899319,-0.29160953,0.81428427,1.6664996,-0.6158616,2.1025581,-0.6008266,-0.09198887,-0.7536151,0.5090411
COLO 320,-0.00579221,0.79393256,-1.8229135,0.8470218,-0.107659385,-0.11673744,-0.82836664,-0.18050948,-1.2743213,-0.35918137,1.7457156,0.48420024,-0.09644112,2.1427586,0.66951144,-0.9968658,0.14591835,0.31066158,-3.2285106,-2.2977095,-0.7581656,-0.72572243,-0.13265151,-0.9014015,0.90930325,-0.5929629,-0.7570391,3.7978847,0.877321,-2.043743,-1.4021974,1.3551539,-0.35096642,0.96191895,-0.348221,-0.8451457,-1.1073394,-1.0716863,0.31999886,1.0898649,-0.49796733,-0.69125557,-2.53238,0.57310915,0.45476645,0.7507255,0.5557027,0.34127516,0.19469956
HD-MY-Z,0.94808865,-1.9683816,3.0101967,0.99230504,-0.32560694,0.09583925,-0.4737162,-1.423021,1.078935,0.82917273,1.4400015,1.3366312,-1.3965629,0.29439086,-1.0307372,-1.2730149,1.9025499,0.41899237,-0.79680425,0.8015583,-0.31609058,-1.1142565,-0.8599687,-1.1046972,-0.7761357,-0.6057847,-0.4205381,0.71917444,0.62895703,-2.4447827,1.4832526,0.19378036,0.5524596,-0.15092677,-2.5273423,-0.4795115,1.0997394,-1.412491,-1.1342926,-0.23039027,0.387679,2.0603707,-1.1324117,-0.14854544,2.5485065,-0.14119843,-0.80349296,0.49568498,1.6293943
TF-1,0.47032773,2.6212618,-0.72208583,-1.4543953,-1.5232764,-0.55562204,-1.1815076,0.28494954,0.6988915,0.8222007,1.3846952,0.14626071,-0.46827853,1.065368,-0.2328209,0.91353387,-0.86638767,1.469887,1.5932438,-0.04713969,0.11730238,1.4827648,0.8791763,-0.9942862,-0.07495676,0.058014132,0.9972255,1.3572193,1.4621938,-1.8681039,-0.77603114,-0.6829621,-0.72979075,0.50103253,1.3756945,-1.3120989,1.9384829,-0.43983778,1.1482128,-0.12709598,0.071785286,-0.1911252,1.9231693,0.28677306,0.4598497,-1.0647134,-0.7135288,0.23316522,0.4174476
YD-38,1.047121,0.07413229,0.9373624,1.5047494,-0.34998015,1.2422628,-0.5664755,0.67726105,2.0118904,1.4920927,-1.6983106,-0.25032344,0.14781702,-0.40375173,-0.94390166,-2.099866,1.855695,0.35793957,0.37419158,-0.2519205,-2.6086044,0.42919096,0.63126117,0.75603485,1.1286589,-0.5664378,0.68595076,-0.1469664,1.2090669,0.45880878,-0.75225806,-1.6596154,-1.7220982,0.4693329,0.8383134,-0.615116,-1.1414005,-0.27902877,-0.71214974,-0.54293174,0.97092104,-0.92934436,1.0668876,-1.5340513,1.1966228,1.5420029,1.460314,-8.326769e-05,-0.50762105
SNU-840,1.0659384,-0.06785865,-0.37439153,-0.63067144,0.16215163,0.4265727,1.184139,0.46500954,-0.57449305,-0.3105344,-1.9064324,-0.22220857,2.2835734,-0.09657203,-2.3341548,-0.0029014498,0.395244,-0.5088227,0.80513185,-0.2396011,-1.8109473,0.53179383,1.0361077,2.0753279,0.12636155,-1.9277614,2.2439814,-0.23719582,0.22730716,1.0545655,-0.11570289,-0.61189497,0.29458424,-0.1497306,1.4344126,1.0531585,-1.8016117,-0.057676792,-1.1372254,0.28903532,-0.079719454,0.4207159,1.0803051,-0.047923215,-0.551963,-0.72016996,0.38401186,-1.9582672,-0.07196811
KYSE-140,1.6143969,-2.2795038,0.6620545,1.9825991,-2.4242413,0.17003423,0.2753017,1.1247706,1.53995,0.9023635,0.14973298,-1.0035236,0.047386676,2.6545334,0.09524538,-1.5935228,1.2664422,-0.79414684,-0.59610194,-0.7023994,-1.4853599,-1.3313972,0.9575592,0.51357114,1.2157527,-0.8356837,0.5652741,1.5838869,0.5937684,-0.4543047,-0.4836033,-0.84174955,0.75040793,-1.0369372,0.64238614,-1.5633465,0.6369996,-2.088347,-1.0930854,-0.29483357,1.0743074,-0.3114233,-1.1645374,0.099055104,-1.516947,-0.17775945,0.855167,-1.1163778,-1.6337932
T84,0.25830305,0.9586756,0.37971407,0.43463385,1.3799843,-1.323003,-0.16147615,2.4335396,-0.18430568,0.582863,-0.9160718,-0.37561095,-0.42746145,1.0926472,1.5293703,0.63199157,1.8771362,1.3031638,-1.0487466,-1.2775685,1.2450761,-2.035521,-0.80127656,1.3391458,-0.54936266,0.7443558,1.7594417,0.4470925,0.8425379,1.681579,-1.5871509,-0.19977607,0.58402836,-0.7291932,-1.0266598,-0.16582334,1.1140499,1.0236397,-0.3215287,-0.48664445,-0.537201,-0.82172877,0.017131746,-0.3552124,1.16044,2.49872,-1.463524,0.46664017,-0.5286534
DMS 53,1.5006711,0.09047763,1.6867249,0.52825457,-1.032522,-0.26323432,0.33940777,-1.4652812,0.74333197,-0.35482597,1.715027,-0.63065904,0.7049843,0.033051237,1.3324077,-0.1603501,-1.2373573,-0.46286833,0.08795272,1.7079089,2.4668014,0.55022895,-1.5418285,0.93496567,-1.2211297,-0.10567381,-1.5553699,0.2836626,0.21700999,2.404468,-0.9420333,1.9978385,0.6244805,-1.2678831,-1.2966404,2.0704627,1.0018768,0.58830756,1.5071454,-0.021423437,0.7945709,-1.5069585,-0.5999409,0.32645106,0.07852644,1.9143459,-1.0581951,0.2539253,-1.1809648
K-562,1.4892237,4.1961355,-0.6588794,-1.1556046,-0.121118285,-0.40373704,-1.4651096,-0.6850822,0.28904212,0.9476084,-0.05035528,0.018571973,-2.2753286,-0.8473064,1.3486221,-0.15663531,-1.8502244,1.0377376,0.5064664,-0.16056302,-0.75018245,1.6379031,-0.8233724,-1.26567,1.1120496,-0.97230506,0.0866003,1.5634251,0.7696189,-2.840755,-0.5123836,-0.7269747,-1.0584263,0.81965,1.7086257,-0.6227645,1.711773,0.05535827,1.5262054,0.13266096,0.2522237,0.26470554,1.8142035,0.07005912,-1.1926448,0.2676397,-1.4072068,2.3768704,-1.0963601
OVCAR-3,0.76818454,-2.1940496,-0.22340344,0.9341391,-1.2197329,1.752508,-0.80068505,1.5103103,-3.0453167,0.98394823,-0.43824482,-0.54036874,0.2515818,2.4428782,-0.27219796,1.5273566,1.3369219,-0.40900564,1.7790128,-1.8778913,0.07182176,-0.2648664,0.0135315135,-0.8588232,2.0756536,-2.3278298,0.46713752,0.94348115,-0.16570723,-0.5660484,0.73628163,-0.08937833,-0.14932674,0.27373168,1.9186704,0.51630807,0.6168087,0.96963346,-0.6284693,0.6409323,-0.59921503,-0.8740899,-0.07305995,1.273116,-0.15433697,0.4290007,0.06524929,-1.9443678,-0.9747687
A-549,1.2936064,1.5845809,-0.18107873,0.27434233,0.2681606,0.015096128,0.7809432,0.23721826,-0.8376223,-2.0707545,0.27262235,1.9673424,1.9560996,-0.71704197,-0.7089084,-1.5281414,0.10553538,-0.8356713,-1.8339452,1.7014264,0.6258588,1.6865679,-0.91477907,0.7299428,0.490159,0.7924704,1.530898,-1.7506616,-0.68908995,-0.19191748,-0.47567153,-0.18785033,1.317124,-0.16362782,0.12965965,-0.62365496,1.5200104,-1.3105744,-2.3631053,0.27079916,1.0391928,1.1540157,0.3855966,1.3707012,-0.114575386,0.47218826,-1.4854368,-0.5466828,-0.5056914
OPM-2,-1.2062122,1.7935858,-0.80868816,-0.17305344,0.728534,1.1942307,-0.24215695,0.9205824,-1.3324354,0.8383441,3.2433624,1.0831237,0.677464,-2.661102,-0.98742074,-1.9112606,0.067771204,0.17786427,-1.6037633,-0.10045808,-2.359213,-0.8391579,0.16500548,-2.3361828,1.7417858,1.5568706,-2.8458805,3.4250472,-0.74054223,-0.4805507,0.5658206,-0.021876704,1.0784211,2.4307716,0.32017085,0.0076101683,-1.1180179,0.22736605,1.1707678,-0.8428818,0.8060057,-1.3999189,-0.49191752,0.379051,-0.2129004,-0.9428996,-1.5106649,1.4589424,-2.3660429
Hs 746.T,0.08343451,-0.6263358,2.3711932,0.20776016,0.22949928,0.821735,0.45786384,-0.34933773,2.8270316,-0.3579919,1.5962499,0.82432675,-2.6985252,0.52603596,-1.4888119,1.541365,1.8832794,-0.33457282,0.37637177,0.43529305,0.02770752,-0.2790618,-0.98584026,-0.4368878,-1.8964921,0.9010701,-0.0024676435,-0.31328747,0.25913584,0.44359824,1.0042819,-0.0037251874,-0.5762807,-0.42173293,-0.7142445,-0.16665635,1.1704998,-0.5607523,-0.35677373,-0.927272,-0.8812225,1.105964,-1.9873066,0.42138007,1.1208074,-0.01064261,-0.1942392,0.4550161,2.680856
RERF-LC-Ad1,-0.88854027,-1.1714349,3.2590573,-0.16445082,-0.22121319,2.700165,-0.4379577,1.2036383,2.003617,-1.2742385,1.6586225,0.63692,0.23133574,0.3342409,-1.7627666,0.8072028,0.52252257,0.781698,2.48807,0.9233908,-0.6413759,-0.65799034,-0.9116311,-1.229617,-1.525651,-0.3350688,-0.6373704,0.22082208,2.5058951,2.309482,0.31220627,-0.06778316,-0.36863312,1.4690006,-1.5573201,1.4193621,-0.067362756,0.6830017,1.5586367,-0.6323678,-1.4997964,-0.010155257,1.4699134,0.0053030467,0.80137205,0.0032780974,1.1804527,-1.3459858,-0.3026599
JJN-3,-3.0816393,-0.29675707,0.21299198,-2.0534084,-1.0914167,0.31812984,0.4798652,-0.8984067,1.8118362,1.7518641,2.2662225,-1.0923306,-0.8460817,-1.190714,0.9244296,0.4259442,-0.5543389,-1.0359403,1.1419438,1.4550805,-2.1532903,-1.3109832,2.7098422,-1.3073,1.187952,2.74612,-2.7980597,0.9121075,-0.6207105,-0.80603045,-1.4241194,0.60578656,-1.0496169,-0.65389293,1.425105,-1.1572841,0.991723,-0.7410651,0.64239085,-2.9004939,0.86315596,-1.0301409,-0.5619146,-0.6022268,1.3783731,-0.04499907,-1.7701968,1.6031791,-1.031868
MKN74,2.3003008,0.8773385,0.047669724,0.37361735,1.2903314,-1.0597686,-0.65503716,0.4559654,0.43101335,1.1908759,-0.3294978,-0.0090051945,0.22947156,0.3068075,-0.6514858,-0.5992799,0.33297312,-1.6243826,-1.8370028,0.72820216,-2.384769,0.28063977,-0.33766258,0.15589544,2.1054995,0.19448517,-0.32259756,0.94966906,1.9568344,1.0546508,1.4825119,-0.7652945,-1.1600784,1.0894666,-0.70243627,0.18660764,-2.9497278,1.9408754,1.3713958,1.114534,1.9684733,-0.45664367,-0.67307717,-0.30898607,-1.8703867,1.4550085,-0.23263496,0.28512993,-0.93589413
NCO2,0.2838246,2.407957,1.3126101,-1.1791867,-1.0265871,0.5996814,-2.006592,0.388387,0.6360063,1.6241101,2.352726,-0.43025634,-0.6869439,-0.05012346,-1.0101051,0.9252116,-2.8447106,1.1645483,1.3519855,0.19524969,0.22846556,1.3640628,0.05710564,-1.3120577,0.0054031983,-1.0856385,0.5941514,2.760297,2.2507515,-1.3562428,0.0022509024,0.1254067,-0.40053076,0.46775568,0.11427995,0.50204945,1.3494219,-1.7402536,2.248753,0.4219986,-0.23232356,1.1774457,1.8091633,-0.79401386,-0.33471003,-0.37751,0.27456108,0.81826305,0.4283074
BT-483,-0.73962104,1.3275439,-1.1359617,0.9994586,1.2829632,0.02251229,-0.31061757,-0.39737406,-1.4687909,-1.8294159,-2.446999,-1.5510994,0.8936691,0.9590396,1.2940421,2.2255235,-0.54219013,-0.86881894,-0.45677587,0.8098058,-1.4702013,0.17143235,-0.407983,-0.5899299,0.21563318,-1.1554035,-2.0212224,-2.558951,0.06570951,0.6047557,-0.78785634,0.19565216,2.8488674,0.14963187,1.8532174,1.498229,-1.2112077,2.6942883,0.6006765,-1.2401679,0.7559482,-0.41408795,-0.14548562,1.3995421,-2.7337866,-0.27136797,-1.0477046,0.3071601,-2.4036965
SNU-81,0.77413696,-0.46710545,-1.6730971,-0.5098476,1.0082262,-1.8616698,0.96734524,2.7337177,-0.25791094,0.84543514,-0.9843036,1.0394347,-0.9214016,0.39906114,3.312829,0.75536937,-0.08100203,-0.11714039,-1.9589105,-2.268278,-0.9351425,-0.11229159,0.41131175,0.0017420793,-0.493514,0.70542717,0.27315485,1.9422961,0.5659107,2.5346744,-0.08277143,1.0341395,0.8828535,0.043412324,-0.2219486,-0.8134992,-0.29932606,2.1193194,1.2408117,-0.7031694,-1.7262784,0.560805,0.48066416,-2.1595554,0.89623344,1.4081933,-1.4576651,-0.36885667,-2.8683264
DND-41,-3.3443007,1.9313612,-2.1720176,0.5490249,0.9095698,0.07127304,0.9512857,0.8229383,0.12906641,1.3511169,1.5791447,-1.3257399,-1.1905642,-0.6060792,-0.58882856,3.2102907,-1.2326967,0.08968397,-1.3050972,0.3916735,0.39415544,-1.0540744,-0.4059224,-1.1806145,1.1723444,0.8649142,0.54283535,0.9618795,-0.8706314,-0.76636416,-0.5175307,0.26381958,1.2306337,-1.4274465,1.9856318,2.0356348,0.6721789,-0.41275853,0.4230881,0.19534855,-0.59458727,-0.047889203,-1.0898801,-2.1246314,0.6899958,1.4173987,0.95271873,2.4518578,1.7024406
NCI-H2452,-1.6737068,0.20751192,-0.7712102,-0.29886916,-0.8359288,-0.3626087,-0.92073965,-1.4248856,0.50022507,-0.9231417,-1.081142,0.37227017,0.30668855,-3.0939069,-2.0307167,-0.22844015,0.31686553,0.19651735,-0.34556866,1.6127648,-1.1244749,0.22840679,0.7864378,0.5542533,0.8911089,-0.90447634,-0.44746283,-0.33557817,-0.51514095,0.32720497,0.7246398,-0.41632432,-2.3186405,0.18041383,0.104075044,-0.05592338,-1.2635648,1.0081489,0.52829576,-0.21427712,-1.1279411,0.14267954,0.65165055,0.83029944,-0.01408807,-0.36227152,-1.5715301,-0.450801,2.2472336
YKG-1,0.005420424,-0.7790706,0.21366471,1.7337911,1.5039853,0.08635795,0.8836613,-1.4064679,-0.44966555,-1.8842167,0.63172376,-0.97607905,-1.6567996,-0.09784262,0.100554936,0.4381955,-0.10786125,0.7151459,-1.0742942,-1.0307803,1.4949322,-0.62687093,-0.3482734,-0.3084949,-1.9684654,-0.46466953,-0.67212117,0.7180495,-0.38429457,-0.3067923,0.7947826,1.9302993,2.095461,0.087324426,-1.0054255,-0.68970555,1.9579287,0.011822343,1.1344303,-1.5065421,-0.8784526,1.444319,-1.0854205,0.83541274,-0.8402442,-1.412166,-0.24788556,-0.73323876,1.5586637
CML-T1,-3.782147,1.2993898,-1.9127737,0.39812794,1.8959665,-0.11846542,-0.9502127,0.6939404,-0.14333409,1.6645681,0.93085086,-2.5920045,-0.15614182,-1.2409726,0.17197369,3.5886004,-0.56092674,-0.7888945,-0.23997274,1.2439196,-0.11709113,-1.5707637,-0.48382854,-2.1161659,2.1994991,1.3169316,0.8099047,0.21557586,-1.0443038,-1.6971583,0.43546027,0.78916115,1.6785483,-1.5379896,2.7194467,2.3971922,0.53301716,0.88306385,0.36099717,-0.2543513,-1.078249,0.11423025,-1.3538802,-2.2305868,0.5530505,1.4701009,-0.1330277,1.881586,1.443889
ZR-75-30,-2.5233252,0.5330764,-1.1286457,0.15024073,0.61851054,-0.6812742,-0.19565341,0.6053435,-0.37402824,-3.429829,-2.2134545,-1.3377627,0.81630284,-0.29735076,0.46566048,1.4699396,-0.1963958,-1.182482,-0.13900349,1.0224581,-0.4388047,-1.0945914,1.2307994,-1.2126795,0.59745324,0.83622783,-2.59902,-1.3486607,0.8693735,1.5942183,-0.11447874,-1.372981,1.50602,0.20031781,1.2725694,1.289835,-1.5909499,2.411164,1.0804795,-0.9122515,-0.9903672,-0.23175311,0.68540376,2.6074195,-1.102174,-0.82374614,-2.1577585,0.40088698,-2.2284532
A101D,0.1734499,-1.3011807,1.8681029,-1.6126148,-0.4678155,-0.7560895,0.60828835,-0.43356004,-0.26032233,0.31091174,-0.43943673,-1.2507039,-2.4647584,-1.0607381,-0.2744126,-1.0682161,0.62149715,0.3563275,-0.43603516,-0.35764402,0.6566487,-0.31761575,-0.97600955,0.31837767,-1.781093,-0.586831,-0.6899187,-0.07176478,-0.084827185,-1.2712284,1.4894643,0.79406077,2.003737,-0.8273072,-1.8491094,-0.952404,0.81286836,-1.0553498,-0.4044725,0.5786658,0.85074925,0.34399286,-1.438608,-0.19336537,-1.7818735,1.9473137,-0.1957001,-0.97676027,1.5272866
8305C,0.24675164,-0.5257687,-0.8055736,0.33488148,-1.0217632,0.11610481,0.9811278,-0.8222936,1.3959948,0.6576834,-0.10860531,-0.07359682,-2.256464,-0.91745603,-1.7556641,-0.08442268,1.4065648,0.93407065,0.21828422,-0.8209037,-0.42491418,0.61210114,0.5124114,-1.2791834,0.25210828,-0.15098262,0.82803154,-0.5818109,0.5086631,-0.3973346,1.0999728,-0.41976517,-1.4268278,-1.1408626,-0.7977618,-0.80270725,0.40639254,1.1665303,-2.5732656,-0.25031632,-1.2596712,0.45630962,-1.389904,-2.108451,2.3789604,0.12304184,0.9016397,-1.0346088,1.6653818
Hs 737.T,0.13683571,-1.0067005,0.08768304,-0.5577285,-0.6762947,-2.105679,1.9570928,0.12685847,-0.411394,-1.9589866,1.0637946,0.24205789,-0.65257347,-0.3222627,-0.26689062,-1.2920022,-0.7774925,1.8995922,-0.061630227,-1.4872246,1.1851534,-0.53973246,-1.0273656,-0.48832655,0.3971265,-0.50052285,-0.26058328,-0.93460965,0.08985206,0.024590077,1.0455399,-2.3711858,-2.0757284,-0.27453282,-1.0143291,0.24895658,-2.2030578,0.7398617,-1.514884,-1.1258576,-0.11593386,2.4327464,-0.7293374,0.57904994,-1.2282518,-2.0921953,0.011416119,1.6915174,0.4770456
Hs 274.T,-0.41280672,-1.1046798,-0.703245,-1.0904272,-0.23372146,-1.3302408,2.4681563,0.34567446,-0.79842573,-1.9617907,1.3752834,0.8646421,-0.7826018,0.23522505,0.9509838,-1.3078715,-1.6067708,2.1614213,0.1243136,-3.2602503,0.13055311,-0.83614904,-0.29291844,-1.9062818,2.096375,-0.5764719,-0.21373938,-0.599425,1.5805045,-0.18405354,0.2017783,-1.9044424,-3.1064174,0.16467625,-0.9792204,-0.6449079,-2.7009838,0.7711579,-1.4754709,-0.23489776,-0.38535485,2.837919,-0.066048376,-0.7700718,-1.0638851,-1.9727619,1.1728766,0.9700031,-0.42066622
