,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
Pfeiffer,0.24752009,-0.18256634,0.9241534,-0.5198095,1.788081,0.29813236,-0.49926907,-0.5958778,0.8194257,0.38919726,-0.017594755,0.6129446,1.8855379,0.43309873,-0.2157704,0.4512148,0.2411125,-0.12076415,0.6353634,-1.4727598,-1.0776875,-1.1272489,-1.6520518,0.09120296,0.38537994,0.97326905,-0.862547,1.382933,-0.15600577,0.22033297,-1.8554854,0.47138685,0.7890374,0.019667149,2.4765556,0.88961136,0.16671316,0.68618685,-0.817779,0.8599572,-1.1406846,0.3769225,-0.27903396,0.2841115,-0.102759674,0.14681965,0.45363712,-0.98610234,-0.38076815,0.8930856,-1.282197,0.8141527,-1.1685172,-1.5478961,0.7682484,-1.4714327,0.97215766,-2.4443789,-0.5254016,0.29219583,-0.96582335,-0.36329502,-0.37516868,0.6385581,-0.79897714,-0.9441409,-0.05084445,-0.6545695,0.41679695,0.03833449,-2.042472,-1.3207093,-1.6592814,2.1196117,0.7803545,0.18651336,0.5617712,0.13122386,0.38466626,-0.5408941,0.779126,-2.5043647,-1.0114064,-0.81535304,0.3927745,-2.0956905,-0.5613879,-2.4327488,-0.70960104,-0.53076476,0.85069716,-1.4329307,0.7317047,0.064911656,1.2805064,0.24927537,-0.9819198,0.7601701,1.3836237,-1.2812045,1.8650308,0.49155578,-2.311523,-1.315881,2.4348385,-1.9260085,0.2967608,-1.1969726,-0.40845534,-1.0187261,1.2321372,0.047439575,-1.1018996,1.458688,-0.17087314,0.70938677,-0.5617082,0.48172712,0.7030462,-0.28943557,-1.7793163,0.67650366,-1.206091,0.035871163,2.6402612,-1.5245724,-0.93210346,-1.0813665
CMK-11-5,-0.720844,-0.1890524,1.4439559,-0.7709771,1.5003612,-0.9232528,-1.1331898,-2.1183,1.9190525,-1.4894489,-0.45459425,0.1882818,-1.3475639,0.95646966,0.5069122,-0.2912693,0.25361753,1.1300472,0.7669747,-1.9803214,-0.48263294,-1.2438953,0.5206542,0.20140573,-0.10619754,-0.13132265,2.3837607,0.6236146,-1.7569695,-0.31045523,1.277151,0.70391667,-2.0390244,-2.213727,-1.1700153,1.038898,-0.05332997,-1.2159263,-0.50782526,2.5006626,0.18806499,0.89764583,-0.58429784,-0.16502489,-0.7412358,0.07887958,1.268352,-2.3203766,0.8155457,-1.1628914,-1.761128,-0.741202,-0.4118934,1.050643,0.8450885,-1.2956731,-0.15745674,0.31033352,0.86701995,0.14087063,0.35950983,0.07176403,0.9807136,-1.2263639,-0.053485088,-1.224472,0.5203136,-0.6915667,0.030763168,0.41908264,-1.8359666,-1.710584,0.36882487,2.3253593,0.5573515,0.400151,-0.42201698,-0.27361315,0.1342212,0.16872261,-0.87399983,0.8298204,-0.4555831,-0.9077685,-1.0071143,-1.0360107,-0.8094728,-2.4414124,1.5221344,2.0096154,0.7316321,0.51384413,-1.5475919,0.7520475,0.07587572,0.95890474,0.58659005,-0.7852169,-0.18712805,0.4211059,-1.0390353,0.65695727,-1.1537285,-0.6927872,0.74587905,-1.2676467,0.74131167,0.49692172,0.1613938,0.078364186,1.5279039,1.0109948,-0.6961851,-0.63976145,1.9990468,-0.99429834,1.0496737,2.1100903,1.8346634,-0.17378153,0.7893624,-1.7880797,0.12666261,-0.844193,1.0416509,-0.5955701,0.49123725,0.08786453
DMS 53,-0.7585554,1.4159902,1.0107715,0.08466552,-0.1402581,0.66577667,1.7998936,0.7271742,-0.58871865,0.31952453,-3.8939598,-0.19794983,0.9416542,-0.66978395,1.3492159,0.12738991,-0.2939835,1.6231668,-0.33105743,-1.1475132,0.8228347,1.1311836,-0.01766833,0.020873785,-0.4286796,-0.5810727,-0.12307262,-1.0456005,1.0746832,0.15816042,-0.7137265,0.88930166,2.3493226,2.9160786,1.0060794,-1.3777505,0.091086805,0.40761095,-0.84903055,-0.73612213,-0.8241551,-0.94408697,1.1906394,-0.56551033,-1.9372171,2.080923,-0.95395076,2.0629802,-1.0970758,0.7740089,-0.100095205,-0.9517963,0.7815587,-0.959959,-0.06747845,1.5140146,0.071378104,-0.06336692,0.30771807,1.2900933,0.97238815,-0.3166621,0.6116786,0.28814942,1.174364,1.0604029,-1.217895,1.338078,1.7186373,-1.9609163,0.21004903,2.857534,1.8688716,0.02946408,-3.011748,-1.1480703,-1.079353,-0.7379184,1.9061613,-0.38175243,1.1365384,-2.259212,-1.3774742,0.6613289,0.87547654,1.7777572,1.0392352,0.91424346,-0.85645425,-1.7763159,-1.8375944,0.36606383,1.2342813,-0.5784939,2.4168494,2.5415251,-0.76313245,-0.6570792,1.7079067,0.17344892,0.8032243,2.4878948,0.36547107,0.61839527,0.124308735,1.4514496,-0.6539078,-0.82480526,0.23328507,-0.19733836,-2.0643916,0.5518421,-0.47176504,-0.6583526,-1.5334096,0.37390783,2.2432952,0.44329032,-1.3650876,-0.36663985,0.2654606,-0.09274477,-0.8289799,-1.2593921,0.88323796,2.3913832,-0.060755607,-0.8996047
TT2609-C02,-0.4558459,0.37708366,0.78926337,0.5577889,0.7720902,0.19796221,-0.09352347,-0.29589778,0.47285992,-0.6267493,-0.50772214,0.014026687,-0.9573954,0.035388876,0.3757691,0.15510543,0.26318777,0.7261777,-0.08686057,-1.1896352,0.50906193,0.8383483,0.05374723,-1.8381274,-0.03301372,-0.45430166,0.31658965,0.26255524,0.2880686,-0.005877394,-0.22966659,0.5002611,-0.8615865,1.6794169,-0.7202265,-0.0042039994,-0.15859708,-0.25721318,-0.45178157,0.52396417,-0.9648669,0.06407218,0.5962577,-0.5588035,-0.79255015,0.5324221,0.076478206,-0.20858106,-0.19154136,0.60785204,-0.91294223,-0.4453808,-0.108709365,0.5854493,0.32548076,-0.61575884,-0.2598779,-0.5506243,0.22189873,0.48391473,0.15757535,-0.326563,0.55729324,-0.31241688,0.23556043,0.45078838,-0.1994453,0.87425226,0.70829177,-1.3922129,-1.0853927,0.3226256,1.2413675,0.5031317,0.5388154,-0.6310579,-1.5553958,0.32229298,0.7913073,-0.45230404,-0.50708956,-0.47196662,-0.27261183,-0.58034015,-0.49551046,0.32088873,0.06734928,-0.24448922,-0.43269345,-1.2508993,0.20870872,0.71373177,-1.2683204,-0.13117121,1.0228726,-0.7251251,0.16868238,0.03676921,-0.33802742,0.83529836,1.5093522,0.6661303,-0.6712662,-0.3079595,0.9754628,0.25119045,0.769136,0.18176931,-0.42475027,0.0038129985,0.9070016,-0.051136263,-0.8340859,-0.09278877,0.74626076,0.32135284,0.38798273,0.28908002,0.8199507,-0.15023085,-0.35370284,0.08787608,0.24028702,-0.70841485,0.56220526,0.020804644,-1.0514205,-0.6984978
MEC-1,-0.9146246,0.30118904,0.96373534,0.58620244,0.14393735,0.5827427,-0.09416689,-0.22042078,0.7195562,0.40421492,-1.0845016,0.23136523,-1.0553068,-0.03687782,0.41328079,0.20005783,0.36960852,1.066103,-0.14128427,-1.19556,0.5830382,0.23830849,-0.17704815,-0.2644589,-0.033103038,-0.19455913,0.3249638,0.37170726,-0.42613307,0.029371876,-0.32074994,0.5057185,-0.81099504,0.8627683,-0.3619785,-0.17513946,-0.13560914,-0.2581694,-0.5754106,0.46178868,-0.9956967,0.12975939,1.1611515,-0.4231163,-0.52819747,0.32711422,0.07966968,-0.29327145,-0.42795613,0.5763964,-0.91014236,-0.33245704,0.10927251,0.8717609,0.87787676,-0.61848897,-0.47088808,-0.4955786,0.6865125,0.28547758,0.49491972,-0.2633179,0.5490357,-0.20563748,1.1638077,0.0936974,-0.1545945,0.83910227,0.68108416,-1.2167861,-1.2844181,0.48352888,0.7743261,0.60810834,-1.3100111,-0.8199579,-0.59763867,-0.09486607,0.78381526,-0.4421128,-0.30725595,-0.25469804,-0.45922685,-0.19288935,-0.5009369,0.39415187,0.061191272,-0.33634463,-1.0867524,-0.504057,0.2682131,0.65018296,-1.761197,-0.19244573,1.0251868,-0.42745444,0.036990885,0.038040224,-0.23660722,0.6018163,-0.221751,0.67095655,-1.1280198,-0.07024369,-0.14497706,0.10183756,0.69156706,0.3256666,-0.4531724,0.029283468,0.3148543,-0.20122552,-0.6965017,-0.08024446,0.68473357,0.20290764,0.34130365,0.29817086,0.79957956,-0.14448936,-0.18707067,-0.119950265,0.16529776,-0.6877995,0.5553964,-0.631807,-1.321764,-1.4610915
GSS,-1.6043255,1.1677417,1.3783549,-0.94098735,-4.2132006,-1.4582412,2.784919,-1.897244,0.9468289,-2.8564472,-2.0681946,0.14621626,1.6325606,-1.1216099,0.5901442,0.746561,-1.6919816,1.6665381,1.9293295,-2.8016183,0.7872356,0.18155882,0.088667214,0.53282946,1.3930836,-2.5135772,2.3622782,-0.47088832,1.12363,-0.8369706,-1.4286935,2.0121372,1.6877851,0.71695024,2.0533566,0.06879873,-0.026116371,1.584243,-2.4186766,2.3706994,0.51808524,-1.3960071,-1.2712245,0.7375319,0.1564607,4.0962744,-1.8542706,3.6312163,-1.784416,-3.0238302,0.056775212,-1.0118005,3.3821793,-3.2400603,-3.119226,3.01024,3.5831118,0.5711506,-1.3087571,0.49675778,-1.0670252,-0.729026,-0.17994049,0.76256126,-2.5332222,0.4489271,-1.4444704,-1.6547863,2.5035102,-0.5916551,2.073894,0.4370848,1.6280698,3.0468667,-3.4013026,3.2153027,0.077718094,-2.733279,4.0420547,2.2096295,2.9589412,-0.21004036,-1.4966649,-1.219298,1.7163001,-1.0813426,2.8508759,-2.417533,-0.034067214,-0.5695309,-4.8327966,-0.49909264,2.3180623,-1.7654077,3.2770646,1.8374913,1.634208,-0.5928403,4.190461,0.8237737,-1.5985143,5.3206453,1.7540544,2.1556988,2.137179,0.3299924,-1.6627535,0.024080478,0.70519966,-0.98937005,1.2649637,0.33540422,-1.6380355,0.08026095,-2.1758564,-1.5310535,0.41104943,0.90743005,-1.5757207,0.00795126,-1.0392479,-2.0314274,0.1564409,-2.6921191,1.4464779,3.0091236,0.08125433,-2.1375024
HCC1806,0.2260995,-0.25537005,0.50503254,0.19141781,1.6239905,0.088913806,-0.009770304,-0.025634464,-0.30580187,0.8083383,-1.4373126,0.014850032,1.0409176,0.31985852,-0.15484071,0.20564647,0.5934133,0.0819833,-0.314203,-1.2065041,0.2636455,0.1856246,0.12505993,-0.14697275,-0.30259576,-0.3052066,-0.8785529,0.19661854,0.3699231,0.18424776,0.6140412,0.14982739,-0.8393805,1.2370923,-0.2135303,0.41308266,0.20637023,-0.3262718,-0.13823242,0.12094852,-0.034507394,-0.41397238,1.3828614,-0.12807155,-0.94662714,0.10250378,0.7514113,-0.60523915,0.3960188,0.68315,-0.72542095,-0.7032046,-0.68417,0.36276987,-0.1026091,-0.5519005,-0.89563894,-0.7510999,0.44610518,0.38504967,-0.2797895,0.23035218,0.6362493,-0.47746998,0.53793687,0.47360006,0.021778062,0.29169717,-0.029221438,-0.2733686,-1.8774927,-0.00083098374,-1.0627077,0.96521866,0.8862357,-0.9265615,-0.66731733,0.21785894,0.50283915,0.14673693,-0.076686844,-1.253304,-0.729509,0.008805603,-0.4379583,0.88532555,0.14384204,0.09958398,-0.19471353,-0.44678074,1.0243405,-0.8315215,-0.24548417,-0.13490395,0.7547796,-0.2503035,-0.9387722,-0.07184111,0.452962,-0.7374389,1.6158473,-0.2134707,-0.5545875,-0.97084016,0.48517108,0.046170473,-0.12913018,-0.8082113,-0.16815378,0.49023384,0.23959933,-0.2132465,-0.7270857,0.0066612684,0.1040618,0.29374012,0.48599213,0.50141275,0.10694178,-0.20128903,-0.08034606,0.65705043,-0.6949524,-0.24042793,0.7411885,-0.10202333,-0.1592221,-0.6265584
EoL-1,0.3014766,-0.28703266,0.34932446,0.5706014,1.0445316,-0.015373245,0.76468337,0.05099153,0.04780582,0.6753008,-0.34172994,0.026036121,1.0668039,0.3209084,-0.16004242,0.3373504,0.7349628,0.17943716,-0.78244686,-1.267434,0.7932011,-0.31205708,0.6190037,-0.90056735,-0.24044417,0.9183631,-0.8565565,0.19513628,-0.21543176,0.14619766,0.66631174,0.053217784,-1.1157054,0.8447364,-0.43711206,-0.25503105,0.0013831854,-0.43403602,-0.10688993,0.40879104,-0.47634763,-0.443426,0.83413064,0.09197339,-0.9133749,0.068272136,0.66587895,-0.30602702,0.3160402,1.2855664,-0.5777809,-0.659804,-0.71381325,0.27374405,0.20556849,-0.6488099,-1.0933583,-0.74727756,0.24414293,0.38464755,-0.297935,0.28679422,0.63544464,-0.37157574,0.2517368,0.44132343,-0.110821486,0.3837773,-0.078157336,-0.1802375,-1.569631,-0.08197008,-0.16241792,0.58006763,-0.38916284,-0.919059,-0.24928944,0.8712015,0.4170505,-0.0932057,-0.035096407,-1.2412145,0.23422663,0.7606802,-0.32467353,0.68291223,-0.6215805,0.09870291,-0.36599845,-0.73471797,1.4640243,-0.66930246,-0.5486648,-0.23023465,0.4737336,-0.6595379,-0.97473377,-0.0061487295,0.30304047,-0.757618,1.0173233,-0.33094692,-0.49393526,-0.98391867,1.5235372,-0.7999958,0.851707,-0.4503733,-0.14006765,0.37261346,-0.2893022,-0.19963676,-0.7275555,-0.0018571243,0.59408987,0.295437,0.3102399,0.42576772,0.014926344,-0.11522181,0.004213075,0.6396238,-0.56834733,-0.20548716,1.4053336,-0.62489676,-0.42715317,-0.57181525
Calu-3,0.46881106,0.45781457,1.5258355,-0.7005724,-4.4603515,-2.42312,-1.5246664,-2.1738796,1.2300711,-4.4916043,1.9604019,1.1770393,-3.4858496,-3.3655565,1.1293931,-0.28095937,-3.0711195,-0.34027392,1.0133666,-1.298837,-0.025135577,-0.5786508,-1.3173746,0.31295294,3.4926631,-1.424893,7.253575,1.8843449,1.5526025,-0.9202718,-1.7154365,1.2861378,2.8583376,-5.6495485,-1.9132482,2.077342,-0.06811059,0.70199025,-0.5281111,4.2055144,3.8474543,2.786993,-5.426632,1.550202,6.2636085,2.047453,-2.8299875,-0.27968213,-0.8179078,-8.239517,-1.9353945,-0.6494827,2.8438048,-1.5055475,-1.8827947,0.28351456,4.1998463,3.7596412,-1.0045223,-0.41879326,0.5711412,-2.1337512,-2.3542407,2.1452954,-4.523601,-3.1673536,0.4344126,-2.7447457,1.2702422,2.4148872,3.0928257,-2.172049,0.7692628,2.7687933,-2.6722028,4.9454317,2.3504777,-5.7792935,0.9882004,3.4780571,-2.3517265,3.6883278,-1.5328305,-2.7242138,0.9945042,-2.7568138,-0.7001673,-1.7463394,2.236646,3.8062494,-4.3120255,3.6899092,-1.2543621,-0.40360227,-0.75588644,1.6288922,4.432152,1.4935874,-0.76777446,-0.6380003,-6.6993995,3.7164402,-0.47187498,2.0467746,0.023601115,-1.2337061,-2.985999,2.3476489,0.9604176,-4.1745853,1.6988231,2.7507355,-0.51841813,1.1016917,-0.5016408,-0.09105925,-2.2094822,-0.3190416,1.3262773,-0.6956961,0.8638949,-4.8099184,0.55661154,-1.6593027,-1.1391485,-0.93248355,1.4299291,-0.08189219
Mel Ho,3.0014951,-0.11223268,-0.5756235,1.6894393,-0.45067424,-2.5254529,-1.783997,0.26318416,-1.171537,1.2255077,-1.8685647,0.8338636,1.2953787,0.98990667,-0.31970313,0.58138466,3.5063636,-0.24751098,-1.7938539,-1.9753578,-1.7166958,-0.322013,-2.3234415,-1.0287238,0.2878036,0.19832566,-0.134238,1.5733522,-1.0395888,0.57786334,0.6584312,0.33528638,1.5668435,-0.21923807,-0.38875392,1.2740153,-0.6940472,1.7328064,-0.23005474,-1.1470394,2.7498074,-2.209426,0.7787271,-0.74716145,-1.6283875,-1.208129,0.7769957,0.82167274,0.45972675,-0.96808755,-0.9123775,-2.3461092,1.2868483,-3.2345495,-2.958215,1.8265288,-1.4328226,-0.19309595,-0.12713914,0.31616527,-0.6880484,0.43936685,2.155947,1.3014926,-0.057087958,0.7699404,0.37299287,0.84459907,0.0812491,1.2818537,-2.9015229,-0.9994041,-1.8360765,1.7873968,-0.2309486,-0.49966308,1.652987,-0.36013606,-0.38240215,0.1145332,-0.68709207,-1.7911503,-0.5685474,0.3635614,-0.5781273,-2.5136025,-0.030001968,0.7697562,-0.99030435,1.1006446,-0.2994463,0.8480736,0.9103493,0.398557,-0.59684026,1.2680345,-2.0174263,1.4229747,0.7423655,-3.0856862,-0.43574542,-0.42768812,-0.84369564,-1.4407514,1.4343153,-1.3989089,-3.137595,-0.18276855,1.8828831,0.52857375,-0.16851294,3.2123113,-0.5633608,-1.5644215,-0.82680714,0.55761516,-1.3030097,1.4612648,0.19555432,-0.44376042,1.2115023,0.98241925,-3.8637161,-0.102580726,0.19367765,0.9480189,2.2756267,-1.0113988
HCC1897,-0.7158213,0.3568417,1.2463257,0.4809798,2.1415963,0.6042949,0.05951178,-0.19215186,1.0437957,0.28888696,1.1992323,0.13060394,-1.0800118,0.29437816,0.37272182,0.25126407,0.116166726,0.9558155,0.05800706,-1.1981379,0.6021883,0.29783544,0.08525288,-1.3546566,0.013905965,-0.9844348,0.42308128,0.2246966,-0.06657911,-0.054932147,-0.17406483,0.5046822,-0.8859339,1.3111466,-0.07915658,0.4173351,-0.040958315,-0.19860815,-0.48180082,0.6560739,-1.1111181,0.1446189,1.3438692,-0.5320987,-0.80958605,0.45292813,0.08105187,-0.26323766,-0.25053936,0.55525225,-1.082987,-0.3274283,-0.065079704,1.0940392,1.3084668,-0.618115,-0.18931445,-0.7717289,0.6043336,0.35035768,0.81528103,-0.3536748,0.5459025,-0.6801679,0.7550893,0.58394885,-0.3975366,0.7437364,0.6188526,-1.1443729,-1.3022683,-0.06375539,0.75059545,0.36176065,0.6625481,-0.5356829,-0.36129016,0.5479152,0.7981097,-0.47811934,-0.3949241,-0.5225179,-0.38842702,-0.013228722,-0.476842,0.14428495,0.08304404,-0.33617926,-0.96145654,-0.5236572,-0.07089859,0.72131675,-0.88851804,-0.25592732,1.007096,0.09405482,-0.04305554,0.049334206,-0.31910303,0.6506196,-0.4271572,0.67108154,-0.5496632,-0.3222646,-0.08467454,-0.14238259,0.9547358,-0.13569227,-0.4356417,0.04343546,-1.2849115,0.61597884,-0.82025284,-0.01576038,0.3117273,0.38067788,0.106125444,0.2843322,0.86889434,-0.15049131,-0.36778352,-0.031268336,0.017902121,-0.74055845,0.68624485,-0.23150524,-1.1662291,-0.5930363
Hs 870.T,-0.41807592,0.32337028,0.8300859,0.6036495,1.0857058,0.024543688,0.08317217,-0.24760345,1.223627,0.027135238,0.11140868,0.25335667,-0.97038233,-0.0843324,0.4005054,0.39538032,0.108769506,0.90510345,0.31783518,-1.2215877,0.60118645,0.39460364,0.58033806,-0.63740075,-0.019538924,0.3214903,-0.0978668,0.21451926,0.4843283,-0.027542457,-0.1507128,0.5034648,-0.8804237,-0.1268965,-1.0493319,0.13242362,-0.0304031,-0.20890656,-0.53697693,0.39157128,-0.91812813,0.12346129,1.5786377,-0.24263637,-0.56376565,0.58958876,0.08128789,-1.1069157,-0.37022203,0.59417063,-1.0049692,-0.20278081,-0.104644254,0.95052004,1.3240738,-0.61813277,-0.088842645,-0.24783033,0.45308304,0.2777363,0.6841413,-0.35889173,0.55580693,-0.02247098,0.09879136,0.4977092,-0.020311609,0.63966244,0.7721266,-1.2417619,-1.1924758,0.41270858,0.46277013,0.46420273,-0.058010638,-0.8930471,-0.4547656,0.32749492,0.78751034,-0.468757,0.033856712,-0.48987758,-0.14294639,0.62412614,-0.53412175,-0.370083,0.088158295,-0.27825555,-0.9768845,-0.53333735,0.63341975,0.6593378,-0.6140441,-0.2717616,0.82504094,-0.66242033,-0.22383562,0.18772063,-0.45107624,0.5136125,-0.08528787,0.6752961,-0.93111837,-0.21176985,0.6849883,1.0401224,1.0631036,0.3124026,-0.45045695,0.06293928,-0.06604057,0.00605195,-1.0333488,-0.07796956,-0.1883415,0.1630216,0.28888002,0.33247823,0.83660626,-0.15781303,-0.069737405,-0.19579008,0.048606843,-0.737625,0.65279895,-1.0645307,-1.500603,-0.9480035
HLC-1,-0.3835471,-0.035773188,1.0237123,-0.735072,0.3211248,-0.23394498,1.1279087,-0.72977066,0.1541034,0.07100106,-1.3851097,-0.015867293,1.9197444,0.25932467,0.3216332,0.250638,-0.034575745,0.7534367,0.5601625,-1.3616344,0.30398375,-0.59774923,-0.22158204,0.12171736,-1.0040824,-0.20630342,-0.12921268,-0.35779938,0.0900625,0.112516336,0.6996537,0.4348982,-0.1712776,0.39029533,0.6669938,-0.58100665,0.311659,-0.5369973,-0.15186882,0.7061959,-0.4580778,-0.33183932,-0.058377624,0.85884684,-1.2810757,0.75677735,0.30639872,0.12123508,0.45089075,0.6371534,-0.29492956,-0.8543521,-0.66483474,0.06499715,-0.79511476,0.28703073,-0.27824947,-0.31520644,0.1018411,0.6450274,-0.01447982,0.51851517,0.7985976,-0.7234465,0.90701425,0.180763,-0.38420293,-0.45507517,0.21121883,-0.38335538,-0.48702538,-0.07279956,0.4874297,1.1272388,-2.181552,-0.48005468,-0.38018662,-0.60273755,1.0058172,0.3346501,0.5588513,-1.2772657,-0.16135502,-0.51961845,0.4224389,1.1088781,-0.24566479,-0.530836,1.1519735,0.20316838,-0.095014885,-1.7219578,0.89268017,-0.21624151,0.99897563,1.8170516,-0.50778985,-1.0125822,1.762237,-0.73099166,1.5157936,1.134082,-0.05340725,-0.59650886,0.8478023,-0.056327373,-0.3713276,-1.0777984,0.4285287,0.25712487,0.38038597,0.42872226,-0.29398483,-0.1724505,-0.2249653,-0.4563967,1.6393298,1.1304723,-0.80480176,-0.37917623,0.2555701,-0.37801075,-0.98946303,-0.46538284,1.8888396,1.8252766,1.0004246,-0.1544055
MOG-G-CCM,-0.35758233,0.25458354,0.8827035,1.0440457,1.4856976,-0.14057514,-0.19823796,-0.027842734,0.5375572,-0.31604767,-0.0036552707,0.052699298,-0.98861134,-0.25199476,0.3765679,0.23128119,-0.14919314,0.81019664,-0.6688073,-1.1763067,0.7132399,0.5928935,-0.04919769,-1.1064427,0.01810899,-0.5098152,0.21702299,0.19796404,0.18928319,-0.100189805,-0.09847787,0.5142986,-0.7871665,-0.045665264,-0.119099796,0.3296898,0.08383097,-0.12209109,-0.5075627,0.49540254,-1.0091789,0.09040506,0.73433596,-0.5156461,-0.67040646,0.8389686,0.07868937,0.13108274,-0.292788,0.5989838,-1.0062008,-0.028239489,-0.06460211,0.045796096,1.376811,-0.6162969,-0.4786672,-0.6509317,0.5496422,0.3279032,0.47587615,-0.36329424,0.5595459,-0.46660715,0.35239738,0.024317354,-0.094517946,0.6112508,0.6985151,-1.2821323,-1.3326279,0.43965492,0.9023165,0.6066841,1.4086436,-0.39122647,-1.3723537,-0.20726049,0.7994782,-0.42923775,0.15456684,-0.60115254,-0.47334146,-0.22937551,-0.53902555,-0.0315323,0.0417584,-0.3386458,-1.4948933,-1.0148675,0.18780686,0.60115016,-1.0191329,-0.04768212,0.8378043,0.07457712,-0.009697207,0.07510308,-0.4976529,0.7228089,0.4149241,0.67154366,-1.0678159,0.04128012,0.17940658,-1.1395224,0.3856448,0.3906618,-0.41263753,0.062804595,-1.1141472,-0.18243092,-0.9593593,-0.024213914,0.37612918,0.23971497,0.45103192,0.3075308,0.8456506,-0.15700656,0.22933468,0.040250406,0.21475726,-0.6992982,0.4818706,-0.53524774,-1.1610622,-0.9768832
NCI-H1793,0.36092487,1.1135898,0.5071088,-0.69347465,-0.6299275,2.9422033,1.2789726,1.764883,-1.57536,2.3949091,-3.454903,1.422218,3.7690668,-1.3966898,0.9229337,0.0825475,-1.2003155,0.08350685,-0.4535352,0.07353777,0.35430968,2.0522454,-1.194293,-0.16193233,1.3274934,0.596319,-2.3620384,-0.07116697,3.411367,0.8548022,-5.0855217,0.78052604,4.7317495,4.4081273,5.9370904,-0.67323434,0.86916274,2.5994596,-0.97084147,-2.1833944,-1.7681137,0.4185049,-0.21969178,-0.13014819,0.78654206,2.4835,-2.6072066,2.0733097,-2.447829,2.8118587,0.42251176,0.8577725,-0.40783578,-3.4548233,0.8986066,-0.3683167,2.22304,-2.7837572,-1.7193325,0.027204435,0.22521923,-1.4251578,-3.1732373,3.5248847,-1.4406624,0.5436144,-1.1226513,0.46534935,1.3229623,-1.7889745,0.7333504,2.1993399,-1.7056991,-0.78630054,-3.4155555,-0.51324815,1.0450047,-1.33157,1.3489977,-0.9144614,2.459869,-5.4672427,-2.4064193,1.0115163,3.5208352,0.3353294,1.0603961,-0.60205483,-2.0206559,-3.8697035,-2.0204444,-1.2709326,3.7294497,-0.90308654,3.2030158,2.601043,-1.680673,1.684776,2.3847063,-1.925563,2.724104,2.3121326,-1.7004172,-0.1409934,1.7927243,-0.017844446,-2.1539998,-1.4852852,-0.42072046,-2.844785,-1.3201447,0.61519945,-0.66553843,3.0728972,-2.7017865,3.0245028,-0.24922407,-2.0012994,-1.3100009,-0.7649722,-2.8935544,1.7612631,-1.6146554,0.19824186,1.7664223,1.2102199,-1.1414788,-2.2833922
NCI-H1437,-0.6743126,0.33014765,0.6840372,0.46782425,1.733413,0.22626282,-0.0024902523,-0.1361349,0.1512518,1.7138929,1.5853959,0.07988762,-0.8455608,0.058516078,0.38941166,0.011039391,-0.29452166,0.8283942,-0.31230763,-1.2059821,0.5705632,0.9484272,-0.1532629,-0.30651885,-0.06875348,-0.90509135,0.5381838,0.20476523,-1.0370247,-0.008802472,-0.25431776,0.51315606,-0.71272147,0.9221164,-0.6379377,-0.0092818905,-0.08261914,-0.24388096,-0.5162444,0.6551888,-0.9349809,0.07528364,0.8098481,-0.4716534,-0.5784923,0.5819508,0.07633803,0.24430141,-0.3305399,0.60153323,-0.9790449,-0.037284017,-0.0032109087,0.84773195,1.154132,-0.6170878,-0.08963929,-0.5267312,0.39822698,0.26559323,0.39055762,-0.22991669,0.5393052,-0.7549388,1.8798865,0.6267872,-0.11980991,0.9457787,0.67520374,-1.2698121,-1.3025928,0.4556633,0.95195556,0.34694764,0.19206262,-0.56269825,-1.0783762,-0.47844902,0.809196,-0.4908574,0.0485148,-0.5876588,0.14948195,0.12527116,-0.51906675,0.22909665,0.07409945,-0.22740994,-1.1047696,-0.32338488,0.1305727,0.72552764,-0.5831747,-0.14801507,0.8289595,-0.45876938,-0.015388754,-0.09214347,-0.35724604,0.7311212,-0.3130134,0.6711011,-0.9557382,-0.0032048598,0.38309136,0.098129705,0.82281715,0.42177588,-0.45006022,0.08255199,-0.35990995,0.245832,-0.8429439,-0.03525188,0.48211682,0.3128003,0.62428224,0.30751714,0.84500545,-0.17257524,-0.12820469,-0.048719592,0.035855964,-0.75967634,0.5427059,-0.7270269,-1.4153693,-0.6444004
