,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106
EFE-184,-1.2723638,0.74567044,2.7358136,-0.75868,-0.3480827,1.5877372,2.8894467,3.6751802,0.54492366,1.9750508,-2.4163315,-1.9520478,-0.9296832,1.0916781,-1.8900856,-1.4871544,1.4369521,-1.9040632,0.0911534,2.1649237,-1.5182893,0.0845792,-0.76323295,-0.22225362,-2.5606189,2.263341,2.6009464,-1.3634266,-1.2011595,-0.43916607,-0.56497425,4.083271,-3.6812541,-0.29405484,-2.3748584,-1.9341192,2.6698527,0.39903572,-1.5786831,3.2722642,2.6120636,1.3579195,0.36208856,0.4061929,1.5661452,-0.49493164,-1.1155943,-1.3195912,0.87584513,0.6370195,5.0825176,2.6348274,-0.5453695,-2.5833447,-0.60102546,2.104317,-3.3372526,0.3674573,3.6693707,0.96398056,-1.0057237,4.5913973,1.1286294,-4.6638107,0.20659497,1.5406861,3.4513478,-2.1656768,2.581619,-2.308939,1.3327281,2.4818237,-2.4833157,-1.5440633,-1.2383248,-0.8097987,1.8712094,2.683663,-1.6476401,1.690237,2.0963664,0.9686338,-2.1043193,1.7671862,-0.1976966,1.4243078,-1.2161188,2.3476381,0.7035148,1.2045597,0.5652857,2.4400778,1.7599268,-5.3092895,0.39025944,-1.3708512,0.010580633,-0.49955878,5.2262278,0.5271134,-0.8477161,1.3894447,2.0589855,3.9509945,0.39426422,0.49698308,0.4597938
HMC-1-8,-0.90071887,-2.9995365,-2.506311,3.8489857,1.0918739,2.8651533,1.4266965,-3.2567365,0.21972476,-1.4547589,1.5268291,-1.2842913,1.1182015,-3.1446087,-0.9576462,0.86788046,2.9018674,-0.62607175,2.5694087,-0.9657607,1.9827807,-1.374274,0.1280446,-0.86076427,0.80002594,-1.0181279,0.53855604,-4.1431613,-1.2487886,3.5772617,-1.3756526,-1.7258227,0.70818645,-3.763861,-0.5979619,2.6673956,-1.8177148,0.9446893,1.8761268,-2.3959804,1.168856,-1.593137,-1.6933504,0.43287608,1.8701663,-1.1532022,2.0638723,0.8759252,-3.7751803,-0.78211546,-1.7767545,1.4684666,-0.61146283,2.7097242,1.8429252,-3.142971,4.8538046,0.42806727,-4.5168586,-0.0057845116,-1.9389291,2.3844035,0.50707376,-1.8857623,-0.89730555,0.58590925,-0.1902751,0.23478848,3.4305644,2.8913665,3.8455784,-1.7309811,0.52537924,2.026329,0.33913934,-2.6781816,0.5070914,-1.099929,0.74008536,-0.11816518,1.9495912,1.9439396,-1.9344313,-0.32110056,1.4415808,3.4858367,0.83149654,-1.9983537,1.6393375,0.008744162,1.4529381,-1.8124272,-0.36803243,0.7635933,-0.14340964,-0.9047777,1.3169659,-2.5048685,3.1460438,-2.9681306,-0.723702,-0.030558176,1.6087048,1.5638946,-2.0461652,0.03248447,0.69565666
PK-1,-1.9061099,-0.6004851,-2.3228073,-0.69158375,1.9323916,0.7889377,1.3596106,-1.6964382,-0.64257467,1.1637427,-0.2205124,-0.037986517,-1.946093,-3.2021072,-0.2643918,-1.6671705,0.83843124,0.6977383,-0.7935785,1.3353512,-0.30354398,2.0929174,0.07546248,1.3365617,-0.7733121,3.1808681,0.08524786,-3.036455,-2.162261,-0.71097183,0.2827724,1.7986454,-2.1750777,-5.6567955,-0.98672545,0.51461756,0.17373374,-0.41298297,-0.45972502,-2.649959,-0.6822064,-0.27882436,-4.399602,1.5577307,1.9459817,-0.43761963,1.6872891,-1.4991875,-3.5251484,-1.3138417,0.6608943,1.2689337,-2.566424,-0.25295627,-0.69509876,-2.4993958,2.3097613,4.7255654,-0.41377908,-3.2785013,-2.8359027,3.0055194,3.3281364,-2.486849,0.8522115,0.2039643,1.7931828,-0.22805917,0.8287016,3.4896204,2.0777419,-0.28267744,-3.0285943,3.8015425,-0.23272903,0.9315827,2.2165082,-0.930913,1.4056318,-1.233279,0.38224158,1.7983756,-0.7965794,-1.581028,-0.2541066,1.7906761,-0.07123623,-0.088050865,-1.1120977,-2.5134242,1.7973143,-3.1300693,2.4010725,-1.9912668,0.00933825,2.3278413,0.045394495,1.5977528,1.6594596,0.64165777,0.23116873,-2.9124448,-2.9668179,4.4587564,-1.0419573,-0.45406637,1.097947
RS4;11,2.084102,-0.2642753,-0.39508656,0.50900555,0.82143813,1.0343549,-0.22254643,2.2656467,2.4425073,-2.5633523,1.1067202,1.7518703,-0.13145684,-1.0502831,1.5436313,-0.02330488,1.9472092,-0.8833312,-0.23077439,0.10837416,0.6325958,-1.0552471,-4.077174,-2.082056,-1.9054705,0.72918683,-2.67051,-0.85272026,-3.8814058,-1.9412861,0.21309069,-2.392013,2.8124995,2.4576466,-0.8991106,-0.40157202,0.50254166,0.087221384,-0.045366798,0.14849782,-0.43289027,0.25687447,1.8251234,-0.66176015,-5.696247,1.9040208,0.97610295,1.0631268,0.78911966,-1.4780054,1.476035,-2.3466933,-0.5239,-1.4181399,-0.26906538,-1.374536,-1.4001174,1.042497,0.571557,-0.13383956,0.98179287,-0.48325613,-1.2162348,-1.0086901,-0.33760977,-0.80558217,-0.95936954,2.322638,-2.5521452,-2.7469726,-0.9565283,2.8469567,0.24464983,3.7333722,2.0505922,2.68069,-0.060902115,2.155554,0.63865674,2.9303768,0.3123272,-1.5705764,0.66002375,0.35081643,-2.5291476,0.60550374,-3.501833,-3.2826462,1.5325516,3.6957364,-0.5913084,-0.46021086,-1.6582243,0.91566163,0.4445684,1.282868,0.3941735,1.2579038,-0.9996052,2.7794785,1.4194231,0.9108141,0.83814377,2.1901214,-2.0433493,0.9680748,-1.5421556
A-172,-0.50279874,-1.166722,1.0597786,2.8425744,-1.349436,2.3558092,-2.2272305,-3.2421257,-1.865962,-1.4195808,1.4811183,-2.441009,2.0461571,-2.0173116,2.175367,3.6259437,3.383635,-2.0426073,4.1232705,-2.4476216,1.8872927,0.5054463,-0.97206163,-1.1188782,-1.3326843,-2.504159,-1.0052999,-2.2636328,-0.5855938,3.725403,-3.9219074,-0.8140788,1.5209923,-1.3586882,0.023926537,1.8901691,-1.4452049,0.0037457496,0.9942039,0.7853116,2.686536,-0.17088972,2.1087978,-1.7490994,2.115593,1.030129,1.5185542,1.3270329,-0.039314866,-1.247134,-2.173153,0.4946288,-1.8477646,4.048468,-1.4956164,1.1780272,0.95628256,-2.645369,-2.4369009,1.8256792,0.59778345,1.8405677,-2.2697673,0.4659425,-1.6883297,-0.33723584,-0.49933863,2.641807,2.770054,-3.3687344,3.66113,-2.257115,2.5267682,-0.056052804,1.7862878,-4.031595,-0.6990546,1.0991046,-0.6893041,-0.39736006,2.5523968,3.2097893,-2.6856089,1.8406749,-1.8074937,2.472451,2.2527342,-2.5167456,1.3699414,0.43491393,-1.440851,-0.19998673,-2.492634,0.8959224,0.4360582,-2.064992,-0.0018648505,-1.5348779,2.9307623,-2.7022438,-0.27366036,1.3451452,4.280997,-1.6126194,-1.7110283,-0.34222245,1.5020367
LP-1,-0.07005644,1.006952,0.81530845,0.29520014,0.97055686,-1.871386,-0.8245311,1.3753505,0.9119578,-0.788832,0.21128464,1.2051729,-0.7858982,-0.86794454,-0.035861075,-0.34888262,-0.8959859,0.86534375,-1.5526361,0.7763317,-0.9885863,-0.52840436,-0.0028048009,-0.18607372,-0.42648602,0.30921152,-0.94345456,-1.0976046,-1.0910552,-1.9273179,0.5699209,-0.90235436,1.2264254,0.38101852,0.048132,-0.04883207,-0.5998007,-1.8410573,-0.35179448,-0.8540555,-1.6729923,1.1373316,0.41241437,-0.22772127,-2.6119392,0.9187208,1.1380006,0.8146637,0.5221896,0.14885217,1.3998147,-1.671821,-0.8937898,-0.718655,-0.3208368,-0.77434856,0.2893003,0.83677906,1.0311975,-1.2795209,0.78660333,-1.0376246,0.5061717,0.50959504,0.80537206,-0.051825725,0.7049829,-0.34375638,-1.8611825,0.13348797,-1.8812331,1.3607756,0.47833318,0.46451455,0.723866,0.94098294,-0.5016801,0.103795506,-0.12689176,0.5632535,-0.74935645,-0.10718763,0.5087886,-0.7513482,-0.6981375,-1.779618,-2.0370078,-1.0396314,0.35692227,0.4511956,-0.79575855,0.13452408,-0.25726134,-0.6980033,1.3643713,1.868603,-0.3254596,0.69401556,-1.84754,2.663965,0.05791984,-0.48825026,-2.062928,0.5793176,-0.8915472,0.61944324,0.28411233
TE 441.T,0.019180834,1.9082745,-0.18083036,0.8716705,0.85934913,-1.4038775,-0.0056886673,1.5557729,0.43688443,-2.191012,1.2708815,0.052021205,-1.1225873,1.9480729,1.3364879,0.17912768,0.3680094,-0.61870635,-1.2396903,0.9128991,-0.6333016,-0.20630336,-1.2711496,-1.5286677,-0.7183671,0.88999903,-2.0406816,0.4432634,-2.5486557,-2.6302779,0.15411027,-0.0046934485,0.6037024,-1.0507681,-0.084052846,-1.2418599,-0.14363891,0.94253194,-0.08597034,-0.28655484,-1.7398481,1.3585398,1.0611575,-0.43774718,-3.5751488,0.73844445,1.6838574,0.6606746,0.61999476,-1.0164429,-0.1350264,-1.4440137,-0.994497,0.27989578,-1.4294175,-2.5450816,1.5801654,1.0159464,1.2707146,-1.7514505,0.64868146,-0.635414,-0.7067139,0.24048313,-0.07280177,-0.25616136,-0.74004847,1.4822196,-2.7301047,0.15087533,-1.2284248,-0.61271596,-0.29321924,0.0949232,1.6349602,2.456759,0.6260911,0.8046214,0.4530909,-0.10492873,-0.21572447,0.23085466,1.0050102,-0.31460807,-1.4938036,-0.025803,-2.3613625,-1.5305392,-0.32211685,0.68813246,-0.33855972,0.005468659,0.11184032,-0.7605759,1.0779766,1.5193007,-0.37407023,2.1814308,-0.019327343,1.4509616,1.1755016,0.9147605,-1.2420484,1.7124795,-2.6038933,1.0901432,0.71500075
EFO-21,-1.7787526,0.078155264,-1.9337207,-2.592782,2.5854886,7.3519716,1.4321407,3.0466108,1.9597468,-2.214452,-1.7908722,0.6674686,-0.6157117,0.11228669,-2.4743152,1.0621388,3.2976797,-5.812722,2.535083,0.09525803,1.0278584,-1.2345095,-1.6675129,1.9125196,1.0395635,-1.4665365,-0.3480744,-0.72904587,-2.0911474,1.2391596,-2.6647134,-0.1356162,3.0680742,0.3316531,-1.1561987,0.30457002,-3.4700027,4.052786,3.3101246,0.8344096,3.114905,-2.6895068,2.1298742,-4.195975,-0.49777758,0.51755494,1.3170747,2.781664,-0.7454826,-0.43101084,1.434644,-0.3250644,1.5734662,2.2778711,-1.4980569,-2.15701,1.2755287,0.76980144,-0.15069056,-1.1150669,0.037175134,0.6837949,-0.33560395,-4.737949,-0.69880354,-1.4558406,2.935227,0.28608677,6.268964,-1.6750946,1.1174122,-0.9275929,2.6913273,-1.8955774,0.30384588,-1.6331111,-0.7277245,0.54634804,-0.07922122,1.8109801,2.328797,2.7348773,-0.09877944,-4.5138025,5.372484,4.8375125,-0.34597284,-1.0898525,4.354925,1.512163,-3.3345754,-2.2438366,-2.441854,-1.590756,1.313269,-1.2926114,0.025509775,-3.0633812,1.9079654,-0.6083381,0.094001874,1.6626413,3.5765862,-1.5425022,-0.00044935197,-3.3404875,1.6977108
JHH-1,-5.277152,-7.8597164,1.4159611,5.536726,1.8638389,5.2336717,7.440097,-2.5364509,2.665772,9.717037,-2.072931,-3.6222575,4.380682,-16.873873,-2.3909159,-0.29759336,6.286343,-1.3383338,6.2619576,-4.9888663,2.0870314,7.574498,-1.9482147,1.140423,4.437299,-3.7008116,6.2908444,-4.7578917,2.2681189,4.423356,-2.4176903,3.198907,-1.8036256,-2.5835764,-1.9968244,0.6715294,4.858332,-2.1231217,-3.1153803,-4.094754,6.1657753,-3.5525427,3.632064,3.99039,5.496693,-4.4308867,-0.6461632,-3.075437,-3.8727672,0.9413317,2.8350763,9.084187,-5.665786,-4.9695435,5.5581903,5.290263,-7.94312,7.612862,-5.9693365,8.188711,-1.0991493,9.755146,-2.9592392,-9.985591,-1.6227858,1.912966,-0.9394116,-3.6565766,6.3836946,4.176992,8.723412,0.66113544,-0.34690356,6.7294836,-3.1044955,-6.0159235,-2.8781152,-1.03468,0.13047218,2.6543224,3.9914134,3.9510658,-10.685007,7.8831706,-1.0006557,-0.9883659,1.5046524,3.823373,-2.286358,0.12706232,-4.775492,0.78286314,1.0701272,3.718269,1.5964999,-3.0604966,-0.7987467,-6.343512,13.13498,-4.0405025,-4.161229,-0.15560645,8.034561,0.48288536,6.3217936,3.1399298,0.4171797
MDA-MB-468,1.9901727,0.591781,-1.8527191,-0.4549272,0.70858824,-3.008839,-2.5636475,-2.092463,-1.280795,0.39624274,0.9558126,-1.5705817,-1.6559587,-0.29168618,0.18037984,-0.2624631,-4.4148707,3.674178,-3.707533,1.7623363,0.714077,-1.3960694,1.0607108,0.755109,2.8553472,1.2014067,-3.7421858,1.8478382,-0.5500947,-1.1268184,2.6947093,-0.26759234,-4.555094,-5.8273053,0.79087204,-1.0953217,-1.2364404,-0.35987633,1.7128632,-1.3279757,-1.9562491,-1.4601119,-3.0994613,1.7743877,0.4220033,0.10893631,-1.9925773,-1.6554829,2.642664,-0.03178154,-2.0431483,-1.1456287,1.2855544,-0.08665475,-1.2179029,1.1715864,2.3996396,1.4682314,2.1198094,-0.21353719,-1.4849901,-4.3497334,5.473655,6.655456,0.8881581,-0.9011383,-1.4674119,1.3729019,-5.2250233,-1.2923477,-0.7242499,-4.7974577,-2.9709322,-0.2033391,-0.04694202,2.5744915,2.3048215,-2.5873032,0.85467875,-2.1046515,-3.051711,-0.017500013,0.13859957,-0.047600735,-2.920605,0.27307674,-2.1174402,-2.5305276,-4.8693576,-3.2581522,3.759436,1.5425668,1.3009923,-1.759751,-1.1689781,2.9375796,-1.2767365,3.3540263,-3.7297826,1.1105704,3.139108,-1.8248289,-3.3099244,0.42616123,-4.115892,1.1345595,-0.0071932375
EM-2,3.5615013,-4.5806255,0.25056326,6.1114244,-4.0900464,3.6263902,-1.8281069,-1.3519949,1.7842686,-2.7568502,-2.181682,-0.005302787,-0.986151,2.4915562,0.4881767,-1.2953844,0.6127719,-0.80574137,4.510805,-0.08260918,3.2771084,-2.2825675,-1.275494,-5.1436014,1.4889026,-8.098253,-1.0299441,-1.4606482,1.0897709,3.0764334,-5.9097214,-0.034653544,5.7340946,7.031417,-1.1513271,0.6018051,1.50478,5.291183,3.6490958,4.640165,3.981273,-2.397546,5.224336,-3.9524262,-1.6216483,3.8738954,-1.8920048,1.3353992,3.187253,-2.229764,-6.244368,1.859598,1.5381536,8.290353,1.6795334,0.21322525,4.7139893,-0.7945528,-3.4295392,2.6719244,-6.4959507,2.6646447,-3.9503984,0.088532254,1.9815364,-0.7658287,-2.592877,-2.3231125,4.6274834,3.470494,-0.3728476,0.8979434,6.2685995,-5.0630364,3.7334328,-2.5475302,-0.8009948,3.404076,-0.36795574,0.23382342,-1.786174,3.7716722,-5.9801593,0.41713566,3.5915272,3.0733542,1.8243188,-1.8367546,3.89003,4.6695623,0.6985787,2.4605536,-3.7080913,7.547487,-3.075554,-4.0480375,6.445984,-5.4815392,3.7775693,-1.2512677,-3.0260813,5.349405,8.344345,-6.2077923,1.2642844,-2.4022813,2.0931308
TYK-nu,1.5866011,1.8709261,-0.79413754,-3.820343,1.3314623,-0.81534845,-1.5525944,-0.33303845,-1.8594475,0.41289708,-1.3120956,2.361765,-2.0991616,-1.2427895,-0.2086465,2.239414,-4.7896013,0.26860002,-1.219348,0.097661376,-0.17538957,-1.5935988,0.22149573,3.750205,3.673683,-2.259027,-2.5796316,2.627946,0.6426132,-0.35870475,0.44951162,-1.0845821,0.36763355,-2.215446,1.3952484,-1.0860794,-4.791065,0.7325983,3.0797045,-1.2142625,0.998481,-2.2703145,-0.70214057,0.48908845,0.20972455,-0.4169647,-1.4138618,0.4326163,3.818586,-0.5280051,-0.25655675,-4.454061,2.0378335,0.16133676,-0.72230816,0.50035906,-0.72712874,-0.9819458,1.0613716,-2.6851492,0.9657448,-5.705071,0.33463687,6.831788,-0.23209679,-1.2877192,-0.9058588,4.566584,-2.3794897,0.039040297,-1.3282207,-2.6617455,-0.2202383,0.81290495,-0.19203256,3.8107412,1.64271,-4.612817,0.07834377,-1.4965293,1.3594658,0.5910415,0.6575307,-0.96884155,-0.24220444,-0.06960648,1.7295241,-1.2070132,-4.53571,-2.760152,-1.6447052,0.04264155,-3.0710196,0.431752,0.9758346,2.1534758,-1.024093,1.7260499,-5.64065,1.78164,1.0772989,-1.779754,-0.48343146,-3.9531474,-1.8029692,-2.1030874,0.55002993
SCC-15,-2.6441603,-0.16006076,-0.8688228,-0.64997774,-0.28852826,0.9956999,-1.5961484,-1.2580267,-2.0777285,0.40783674,-1.0112562,-1.6853613,-1.3098164,-1.9850233,-1.0969679,-0.06702486,0.38300025,0.7363057,-0.114403576,0.48838133,1.0880439,2.963246,1.5682124,1.8263676,0.5750861,-0.2768345,0.75433195,0.61555755,3.7714703,1.7128716,-0.37660518,0.73499715,-0.90690625,-1.5286489,-1.0721674,1.5248492,-0.60461414,-1.2259673,-0.13972807,-0.7479655,0.49448133,-2.5324135,-1.2387687,-0.5802634,4.451536,0.37367883,0.29016197,-1.0627298,-2.8911881,2.4713647,0.764916,2.5594926,0.08433327,1.8871586,0.35379642,0.84221435,0.03506522,1.2432365,0.006338373,0.52371246,-1.3917449,1.3085659,1.7220002,-0.32637936,0.697021,-1.2176358,0.43871868,-0.39025846,1.5645545,2.199348,1.586796,-2.0163348,1.461368,-1.0482514,0.85943604,-2.070449,-0.3562004,-0.33456868,1.4594588,-3.0513346,-0.6922023,0.56245923,-0.44888172,-1.3051875,2.758464,1.5107836,0.39498007,1.456508,-1.7274091,-1.8265162,0.81261945,-1.147243,0.62133294,0.19446498,1.18017,0.05077845,2.7302358,-0.59637296,-0.25805482,-3.0121214,0.09902862,-1.4276401,-0.028575923,-0.73341924,1.8438352,-0.8956805,-0.9984337
HLF-a,0.17691861,1.0551329,-0.42254055,1.0298687,0.6236726,-1.3380296,-1.9397857,1.0549626,0.33847573,-2.9625063,1.4348685,-0.18417712,-0.9973414,0.79522043,0.80516636,0.2660879,-0.23755762,-0.28650206,-1.3040247,0.26910365,-0.55659187,-1.403507,-1.8340952,-0.2452972,-0.7925185,1.4357705,-2.0831592,1.7720604,-2.810271,-2.0813885,0.6458056,-0.8927418,0.8316717,-1.0189146,-0.098858126,-1.3203773,-0.46717903,0.77806467,-0.2611973,-0.5084785,-2.0643,1.411437,1.092203,-0.57249355,-3.705953,0.87426674,1.7323205,0.9260484,0.29750824,-1.1325591,-0.1827786,-1.3766607,-0.6195844,-1.0807816,-2.1443195,-2.5677948,1.0616286,0.33493522,1.1313705,-2.2747715,0.9081562,-0.9893396,1.2888681,0.56408626,-1.175679,-0.44964945,-0.7932811,1.5299754,-3.0201817,-0.61126107,-1.5654817,-0.039317697,0.26322585,1.068372,1.2011396,1.8127776,0.73322356,1.0466828,0.55360544,1.6377348,-0.25636557,-1.2378619,1.2061698,-0.54917485,-1.8614445,-2.2432344,-2.5815017,-1.593335,0.39880943,0.77376735,-0.28606012,-0.037504464,0.4888254,-0.7800384,0.94199884,1.6673689,-1.498251,2.5604875,-0.90642565,0.5588846,1.2604948,-1.0192037,-1.4171299,0.47675037,-2.6085598,1.5067246,-1.5090957
NCI-H1299,1.2629337,2.5992525,-2.1572227,-2.630565,-1.0510256,2.4462953,3.4360242,-0.017715096,-2.8831222,-1.0675132,-0.31016365,0.7035262,0.4068579,-0.1361875,-0.61251885,-2.3073537,4.44863,-0.81614393,0.5571992,0.9851862,-2.6649804,-0.00613261,-2.633425,0.37148434,-5.1773024,2.0032926,0.56316906,-1.4598372,-2.9091446,1.3757039,-0.36496052,-0.95590323,1.242145,1.5749955,1.1865135,3.1663187,1.4232248,0.94903183,-2.7159646,1.8262483,-0.9667215,0.69216216,-2.835803,-1.9740524,3.5897272,-0.7356602,-0.016492285,0.8960951,-2.3570514,-1.4725932,-1.1038566,0.9768467,3.290316,0.2834411,-0.7149822,-2.2997243,2.919251,-1.1226733,0.8219444,-3.343235,-2.8172688,4.7605553,0.8786147,-0.8949263,0.19875589,1.8388925,2.3836398,2.5251834,3.1464505,-1.8757167,2.1186163,1.7142243,-0.74294275,0.012258232,-0.9511125,-1.1511099,0.6792717,0.6365939,1.5114727,-0.69649273,2.247073,0.53774345,-0.09518826,-2.3352582,1.0449407,0.3588495,0.93159485,0.5718745,1.7604758,-0.86620367,1.5676379,-2.5773838,-0.4184896,-1.5192702,-0.8493029,-2.970789,1.0988048,-0.707278,2.645357,-1.0318065,2.338961,-0.19102967,0.5111179,3.3812342,1.981356,-2.1404653,0.3578918
SK-MEL-3,-4.396004,0.9211076,0.19011822,-0.21676505,-0.30146882,0.41150978,0.52123505,1.6335866,-3.2429771,0.056619287,0.3123179,-2.6047242,-1.3731258,2.465874,-0.20602447,2.6198654,0.31477207,-0.41183966,-0.58890045,-0.063415006,0.03641544,-0.22925329,-0.14504331,1.1054184,1.9767437,-2.1077769,1.4617939,-2.9389114,3.0760345,-0.020924598,-3.5480335,0.8362759,-2.0948951,-2.5260878,-1.953898,-0.3115686,-0.30709302,0.14325264,1.9892999,-0.2028494,1.7189558,-2.1072695,1.3231983,0.11599001,3.838855,0.8940766,0.33044827,-0.8679422,1.2002939,0.6468021,2.1555088,5.1009974,-0.3863297,3.785402,0.57713866,0.782154,-2.755543,-1.789308,-0.6115701,-0.7200376,-0.24718454,0.7631429,2.0351162,-2.0365539,-1.1222477,0.18619782,4.408331,-0.79293966,2.3625166,2.8597367,-0.6557689,1.6415759,3.8625293,-0.8626026,1.21891,-1.6670884,0.9386449,-1.4350495,-1.3713566,-2.7373981,0.9428308,4.34802,-2.074606,0.024195373,2.6201477,4.597431,3.8532066,1.0519983,0.6528647,-5.772219,-0.53448486,-0.16697854,-1.5808845,-1.4852393,0.56905174,-3.1886811,-2.9422507,-2.3718345,2.8723638,-1.5038564,0.5610179,1.685682,0.7753687,-2.4804287,-1.4940985,-1.5572792,1.4346489
Hs 695T,0.37517262,0.51605237,0.496029,1.3327303,0.32208073,-1.0822544,-0.2896064,2.2898564,-0.21648102,-1.351838,1.3555032,-3.5488207,-0.19525295,-3.4946685,-0.043628067,-0.504815,0.19767994,0.44516188,-0.8386221,1.1172822,-1.0066962,-1.0488563,-1.8045459,-2.4438612,-1.1477998,2.7490795,-2.01525,0.52669394,-2.7093332,-1.7384098,0.831126,0.8814367,-4.0117235,-3.1201575,-0.20777991,-1.1017728,1.8195499,-0.8211307,-0.5856861,1.9676709,-0.6587415,2.8214543,1.2050908,0.82085127,-1.3977463,0.7915614,-0.07067716,-0.49965906,3.162501,0.35393998,2.044295,0.801587,-0.39998937,-1.9496495,-1.7458719,0.04271096,-1.0006291,-1.3346565,3.4572217,1.4142098,0.5824864,-0.18731701,3.7826085,0.049351826,-0.13480544,-0.29118347,1.957219,-0.01825954,-3.2593448,-2.2953415,-0.3742236,0.66531134,-1.7112625,1.7430449,0.8176626,0.8069148,1.7246192,0.81026614,0.2468755,-0.363857,-1.6133536,-1.212556,-1.1886044,1.141635,-3.023866,2.5925503,-4.012929,-1.4834473,0.8523635,0.56488776,1.9089495,1.5506912,0.9839055,-3.6972358,0.83713305,0.9334724,-0.82489777,1.3781971,2.088764,0.11344725,2.7883813,0.31152427,0.66756403,2.7446005,-4.000549,2.5100386,-2.3211856
RCM-1 [Human rectum adenocarcinoma],1.6523663,-3.153926,-0.83922595,5.1900663,-4.13602,-0.9134043,1.8227451,-2.526545,0.8607358,2.484378,0.37317407,-2.7799184,-0.06885666,-3.6244473,-3.5565326,-5.4679737,-0.57823783,-2.2363937,0.23276371,-2.3293953,1.0890545,3.6079788,1.8279268,-4.676666,0.11797706,-1.5175915,0.22140878,0.9784464,0.22517802,2.354789,0.6852994,4.5103,-1.6673688,0.36065945,1.7307869,-1.1625947,4.3885565,-2.7579808,-3.8016863,2.1937242,2.1905077,0.76448876,1.3504137,2.3396804,0.4851315,-1.9802945,-2.558018,-3.3347788,-3.6431913,3.0238721,-2.108823,-0.53421694,0.5658158,-0.8683688,5.2052727,-5.0456705,1.8450005,-2.4104877,-1.818477,2.8448544,-2.969215,-0.024621941,3.2201166,-1.561847,1.0552146,1.7932125,-2.923608,-2.65173,-0.7271731,-2.773481,-2.9653003,-2.4854558,-2.6729074,-1.6483561,0.025420845,0.7097918,-0.46130854,-2.4782805,0.74983037,0.74617636,-2.665071,-1.8121743,-0.3800442,1.0060413,2.0919647,0.3322193,-1.0637635,3.8662014,1.7359625,3.1646912,2.2462585,1.3447827,4.09269,2.5358264,-3.7943625,-1.5318561,1.0719109,-0.798247,2.874959,0.030084446,-0.3155585,-0.2481117,5.089644,0.3904062,4.255082,2.7039125,1.2313704
SNU-719,-4.578342,-5.932909,-6.9036055,-4.297072,1.8435206,7.229597,0.7461702,-3.2601628,-1.0626143,4.165025,0.5803987,-0.18257768,-0.44438058,-2.625756,-0.80492365,9.664373,2.318646,-2.5826416,-0.7350882,0.4209858,2.14582,2.9123182,-1.9363358,1.9377657,4.0696526,-5.8329277,-1.3781002,-3.9919791,3.2330787,0.87901115,-0.08063662,-3.471135,-3.7960489,-5.6439385,-2.71052,-5.846611,-1.0432446,2.095695,6.662695,-2.068485,1.6451272,-10.553118,-0.19851753,-0.11236042,1.1852958,1.0875273,-1.8023721,-1.3744862,4.3215113,0.9968145,-2.6329336,6.2799454,3.9527154,7.37661,-0.1718742,5.4397125,-5.4209356,5.6158695,-1.5445575,1.7218105,3.5173965,-5.3143034,1.6921494,1.2750607,-4.4778767,-3.497017,6.6314993,3.2262812,-1.1564015,1.6432426,3.1340404,1.0623634,3.0549347,1.3069978,-0.50464475,0.7321132,4.587929,-5.1386633,-0.068801284,0.3729101,2.9773002,4.6148696,-6.0471034,2.6697063,2.6932201,3.3682032,3.9655204,1.2383564,-6.485647,-8.7691345,1.0538949,0.7719503,-1.5293,2.2647746,0.37228078,-2.1132553,-1.5609754,-2.7768753,3.4131331,4.914682,-1.1678531,1.9749618,-3.5866451,-6.6467648,-0.50762177,-7.5933776,1.4478198
