,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68
HSC-3,3.299166,0.21949525,-0.564562,1.7102852,0.5914872,0.31371918,-0.46612954,0.8945297,0.8322876,-2.2283757,2.004543,-0.45363232,1.6031573,0.14936754,1.4831071,-1.2270547,1.6423221,-0.19833341,-2.2125406,-1.3984704,1.300181,0.4971633,-0.14328815,1.864768,-1.5388321,1.8562105,0.17726728,1.1828079,-0.06653997,-1.005537,-0.6313515,-0.2722341,-0.75595933,0.5424729,0.284317,-0.20793621,0.39791864,3.6815786,0.620361,-0.30637807,2.9655936,1.6124327,0.44146502,-0.78000677,0.110860154,0.2641426,0.5213836,-3.3474624,0.4862356,1.7561677,-1.2270466,1.5050576,-1.6191647,0.31609556,1.1180091,-0.0070955604,2.0783808,-0.16586678,-2.100312,-0.5264028,2.3290648,0.8132922,-1.26705,-1.0102704,-0.17155403,-1.2832212,-0.1762706,-0.02157335,-1.9575026
DBTRG-05MG,0.5747335,2.17742,2.3584177,-0.95934093,-2.8569748,0.19979419,0.7771727,0.75802803,-0.5774181,0.33024886,-1.5394617,-1.7580675,0.80897486,-1.6490873,1.5023799,-0.91480714,2.4845304,-0.45901492,2.499285,0.63962805,2.306504,-0.12687276,-1.0268697,0.4801664,-1.6594839,-0.63380873,2.2882187,1.6504332,1.3380523,-1.3803462,0.22718456,-0.3561015,-0.094546184,-0.21744597,0.061669104,0.5149821,-1.2301675,-1.5344677,-2.3046677,0.4912911,-1.3211097,0.39834115,-1.4303466,0.83720595,2.7614849,1.4192641,1.5506597,0.39927298,0.017912775,-1.1619533,-2.4261267,2.168841,0.49933535,-0.70242596,0.84827226,-1.9118105,0.43478963,3.8253467,-0.7578181,1.2289371,1.0759732,-0.5112239,-0.34686676,1.5027047,0.0048263147,-0.28349477,0.5799044,-0.7828905,1.0398102
COR-L51,-1.2322853,0.06961928,-0.12492375,-1.0650748,-0.027514238,1.6651266,-1.2066629,1.2768883,-0.45962045,-1.9045404,-2.2007947,1.1087579,1.1343056,0.60213494,1.1504831,-0.53592104,3.192354,0.6538634,-0.40989572,-1.2896672,1.9721802,0.9153924,0.963211,-0.6228067,-2.403804,0.15923601,1.1174226,-2.4127321,0.4547399,-0.06300343,2.0145972,0.19753301,2.2153695,0.34952667,0.46137106,1.1755061,-1.3102593,-1.6081419,2.5508494,-0.8516211,-0.7962817,1.5981737,1.8875576,-0.19714,-2.2582011,-0.7823185,0.21961243,1.4649187,-0.4969226,-1.8669087,-1.1787694,1.0714431,-1.5215604,-0.17775193,-0.40521586,3.382214,-1.8896039,-1.8299451,-1.5036598,0.14424762,-0.49233517,-0.6859537,-0.43416405,0.49144402,-0.89121395,0.28854498,-1.4957297,-2.2932947,-0.814646
Hs 852.T,-0.740824,3.0956354,-1.1461953,-0.4676919,-0.96315473,0.21862753,-1.6163458,1.5620486,-1.9370877,-0.2783639,-0.8960163,1.5969516,1.3815502,-0.41522682,1.6685648,0.33994645,-3.8163948,-1.0117723,-1.2031504,1.4273826,0.16796516,-2.4464228,1.4285183,-0.41261116,0.20575273,-1.8353777,0.20104748,0.7173058,-1.8279122,1.6753529,2.7984567,0.013912803,-0.5752573,0.9956078,-2.039528,-1.051002,1.3602699,1.3256754,-2.283739,-0.7543293,0.062432848,0.34578773,1.6749661,-1.4713744,-2.2846265,0.8226601,-0.70342094,-1.247789,-1.2106494,1.1486123,2.2668638,-3.3537655,-1.4964737,0.86335516,-1.3904322,0.53348184,-0.7070838,1.7754635,-0.50584376,0.80961823,-0.0149325095,-1.8004375,-2.1359696,-0.47262725,0.43358296,2.2430801,-0.61806536,2.5575037,0.20041732
SH-SY5Y,-0.5332091,0.6453054,0.15724851,0.07948217,-0.6337247,2.5785613,-1.4277655,0.1286869,0.68170965,0.23627909,-0.3162473,1.3034024,0.9937571,1.0357658,0.78537375,-1.1687971,-0.18050994,-0.013332247,1.1985883,-1.0450568,0.83861595,0.08355579,4.126487,-1.8197875,-2.8651462,0.9639901,2.1330957,-0.5265599,0.72717065,1.1213334,0.8893645,0.46977666,1.4889551,-0.66753715,0.501148,0.7477405,-1.5221436,-2.979057,0.18871711,-1.4502023,-2.5198843,0.1175129,0.6228625,2.3209677,-1.9085772,-1.6403997,0.98634535,1.579756,0.21719751,-1.7758169,-0.76201373,-0.677948,-1.9083669,0.79954255,0.6338846,-2.5653286,-1.3590297,0.6102729,-1.4379485,0.6606629,-0.013155249,-0.8015667,-0.12840393,0.59351647,-1.8003006,-0.24531364,0.1778616,1.1528653,0.5202748
SNU-61,-3.5078483,0.2899002,-1.6635997,-0.43450058,2.983328,-1.1024675,-1.1984588,1.1014541,0.04563333,-0.45031214,-0.19251677,-0.37593544,0.959554,-0.2587458,0.023435622,1.9582791,-0.48627922,0.7982552,2.6182413,0.18530142,1.3202301,-1.1321456,0.39242905,-0.040120244,1.2530675,-1.2595347,-4.1090155,2.093293,-0.9614223,2.4105206,-1.9003011,1.4017991,-1.0199982,-0.41640908,-1.5752608,-0.2388515,1.3127235,-2.0595407,2.1540573,-2.5290008,0.849592,1.3173488,0.83381426,-3.8588006,0.6187523,-0.34626022,-2.5417433,-0.40118277,-1.8415457,2.70584,1.8786497,-0.3779314,-0.5084214,-0.077279754,2.071185,-0.93292224,0.30101174,-1.527251,0.7777747,-0.1809413,-0.8435932,-0.7165406,1.6052155,-2.863378,1.4883597,1.6670454,-0.0501678,0.54809284,-2.4235678
HL-60,-0.94422776,-3.050314,-0.2548967,0.13670163,0.5095619,-1.1929595,-0.45393598,0.1513586,0.9603423,1.5535684,-0.58078873,1.9756753,1.9784839,-0.10632832,-0.3253601,-0.0104454905,-1.6138272,0.17163368,-1.0032395,-1.3079876,-1.5628242,-0.78064215,0.9482728,-0.945883,0.19962183,-2.6088648,0.6457681,-1.2434069,-0.19212523,-0.47895992,0.11954705,0.34809676,-0.09008853,-2.83731,0.40238535,1.5043073,2.5953436,1.8426254,0.3051752,-1.3635861,-0.06528239,0.4881967,-0.15131052,0.747644,-1.3518313,1.489254,-1.3710113,0.45539686,-0.45588964,-0.29728782,-0.6790479,-0.6842718,-1.414846,-2.3940403,-1.0940995,0.0017137844,-1.4072165,-1.0345504,-0.022914052,-0.93049747,-0.5438242,-1.802652,-2.171166,-0.2817576,-1.8115965,-0.7644594,0.5549457,-0.5661551,0.9351603
PK-45H,-0.24780016,-1.7689542,2.2482932,-0.49093834,-0.53846484,1.0051299,-0.48562178,0.5083822,-0.71391225,0.73833644,-0.914069,-0.96062124,-0.7024065,-1.1055187,-1.5398617,-0.33196664,0.027697787,-0.35418224,0.78611815,1.4638237,0.88464034,-0.26085258,0.07098175,-1.659666,1.0758288,-0.0888625,-0.63671225,-1.5944581,-0.07753555,0.05502196,1.2860882,-0.45191565,-0.84717715,-0.24502784,-0.29534668,-0.8955806,-0.83328277,1.2350928,0.44415236,-0.19518894,-1.41109,-0.34021556,0.45220432,-0.433308,-0.35032457,2.2512133,-2.3593922,0.4165016,-0.16889705,1.4701519,-0.32962358,-1.0898204,-1.2771133,2.7012482,-0.026836641,0.19212377,1.6334358,-0.9935045,0.9219589,-0.6579633,0.45144814,-0.39427656,-0.2589696,-0.31459138,1.1850514,-0.25430897,-0.043660082,1.3195549,1.0077646
NOMO-1,-1.5926591,-3.0412385,-1.2070624,1.938657,0.20857474,-1.3704159,0.5118364,-0.2580874,1.4013442,1.0838312,-1.0911937,3.2215695,3.0228696,-0.16977061,0.99715257,0.18440036,-1.8810025,-0.38220438,-0.2774486,-1.1469892,0.3389303,-0.7101814,0.9494319,-0.8889819,0.73610526,-2.589414,0.49892274,-0.8875194,-1.4223026,0.54554266,1.0549456,-0.75290984,0.6316449,-2.32519,0.30744162,1.0758016,2.3112905,0.9776144,0.10298365,-0.38782448,-0.11407235,0.771988,0.23271489,-0.46966815,-0.5033015,2.3751981,-0.4262024,-0.019008443,-1.0676773,-0.33313125,-0.7930678,-1.8178787,-1.7266656,-1.8299292,-0.39340642,-0.30740428,-0.8878092,-0.85685575,0.48036954,-0.99349666,-1.1390014,-1.8696442,-2.136281,-0.32604355,-0.31181866,0.47934303,-0.6510283,-1.1695698,1.0716969
SK-HEP-1,1.6779703,-0.17656337,1.689989,-1.0753943,0.13125426,1.3339944,2.4368734,0.18343517,2.5004494,-0.19975746,-0.13913444,-1.136071,-0.0068297056,0.52408344,0.8433929,-1.4338561,-0.32501662,0.8799152,0.29465142,-0.62933713,1.94043,-1.4948875,-0.279843,0.014810376,-3.2090425,-0.2312495,0.94810945,2.073608,-0.822207,-2.5936725,1.4821184,-2.1678934,0.36064953,-1.754127,-1.1552818,-0.914431,-0.8472528,1.7265985,0.6709859,-1.9060786,1.225009,-0.31517082,-0.15278478,-1.3445616,-0.051127814,1.1121105,2.2109559,-2.051674,-0.0849764,1.5806755,-0.637626,1.9627981,-1.4122392,0.8087928,0.5148939,-0.36567888,3.761351,0.4902597,0.31441188,-0.8937511,0.7585417,-0.46457514,-0.5303635,-0.70309526,0.7536256,-2.0039232,-1.3541088,-0.86447144,0.2209575
CGTH-W-1,-0.098037474,-1.1083548,-0.19671547,0.5169345,-1.5847031,1.3745792,-0.5874356,1.683782,1.3503058,0.15423875,1.6763649,0.5572991,-0.92316383,0.8102712,-0.80150783,-0.36068606,1.0762818,-0.8134535,0.69475615,-0.13432592,0.9836792,0.58068347,2.843359,1.5928847,-0.3918127,-0.96430117,-0.6491951,0.052850083,-0.25932616,-1.6724727,0.17122371,-1.6274132,-0.52150023,0.40042245,-0.3168824,-0.7867583,-0.84712857,-0.17082508,-2.449768,0.3976191,-1.7521318,-1.6298126,-0.229006,-0.039898038,-0.91225547,1.5115886,0.23485985,-0.39059755,1.0981239,0.15777624,-0.6577744,-1.706581,-1.1057426,-0.25226158,-0.044120833,-0.35988593,0.6857629,0.5520343,0.068053946,0.7946904,0.24313395,0.96618444,-1.1918259,-1.9893223,-1.903709,0.352493,0.7199747,1.3724402,-0.32440376
NCI-H2122,1.6172292,0.43733147,-1.3646002,0.3810724,2.6090202,-1.8312855,-0.5672158,0.42081305,-0.9961496,-0.72987276,0.9602579,0.018573485,1.8239617,-0.11798696,-0.3806421,1.7781756,0.7320209,-0.9920193,-0.006423451,-0.30221197,-0.069357045,0.36430925,-0.9440884,-1.3468695,2.2710655,1.1844058,-2.940764,0.3376504,0.5432398,1.8527491,-4.935266,2.7726178,0.3162538,0.38769692,-0.5755381,-1.019912,0.097926706,-0.6278449,-0.3093694,1.5255612,0.25987536,1.2563889,2.0993729,0.5769173,1.0885806,-0.84260356,-0.6760643,-1.0184942,0.06422402,0.15685125,-0.98665386,0.36193475,0.2980975,0.7577339,0.5309979,-1.474388,0.9568015,0.75005794,0.2601313,-0.040786758,0.33219162,-0.33668143,1.1190106,1.8405867,0.6961893,2.2993376,-0.53674227,1.3717735,-0.8795315
A-673,-0.49431664,0.39251336,-1.7945285,-1.8598112,-1.310872,2.1031902,-0.17766957,2.0812454,0.005761764,0.251449,0.8130964,3.0316021,1.1247603,1.246371,-1.316426,1.0660951,-2.1250858,-1.1688682,0.25218153,0.6680445,0.8130251,1.9637107,2.0309634,-0.51955396,1.0568037,-1.7092557,2.26248,-0.7799459,-1.059564,-0.86607623,1.295706,-2.1046944,-0.68887603,-0.2339727,-1.8759686,-2.214972,1.0045272,-0.5866611,-1.4663893,-0.7872772,-0.38775405,-1.9188191,-1.0300107,-0.49615666,-3.2093081,-0.55599433,0.15031911,1.3879832,1.4743553,-0.2766633,1.2050583,1.0073597,-0.73255134,1.0840323,-1.1108769,1.7765225,-3.487916,-1.9138892,-2.2542355,-0.2530462,0.8148677,-0.12000962,-1.9440744,-0.24522363,-1.4950628,0.36394536,-0.57374954,1.8301966,-1.4991833
TT,-3.2378347,2.6630206,0.6920794,0.3686996,-0.9220468,0.49318007,-3.418637,0.91868967,-2.9657726,0.081071846,-3.7159512,-0.15958191,2.2648697,2.5009508,0.29164404,0.4461129,2.025102,-0.37935707,-0.15895043,-1.5420965,1.9764483,3.704716,0.6622217,-1.66718,0.34238407,1.9660985,1.6584057,-2.8744001,-0.63850063,2.3315973,0.059170507,-0.44744363,2.029333,1.8369333,-0.6709155,-0.9284523,0.84209394,-0.8916223,-0.22766307,1.1523798,-0.7965175,2.4924116,0.90844303,-1.0473739,-1.4640514,-0.9706287,0.28665152,1.0435553,0.481823,-1.5966703,-1.9346745,-1.1296083,-0.008501227,-0.38863248,0.27896953,1.6084132,-2.59834,-2.1885157,-3.3043876,0.46926522,-1.4331067,0.6936137,-0.28038663,3.729849,1.6580625,0.7526099,-0.1779173,-1.0945714,-2.3110464
NCI-H1437,-0.8916486,0.2926201,1.0466332,0.6735419,0.32510626,-1.0777863,1.0286412,1.1888149,0.91885203,-0.8628987,-0.6216052,0.015472576,0.63108796,-0.146253,0.97535455,2.9818106,0.93271273,1.5925055,2.780266,-2.083369,-0.7318514,2.683225,-1.8855582,1.5513875,1.8796235,0.66938406,-1.5243312,1.475967,-2.1620872,1.7611588,-1.2964412,0.3497711,0.60741144,-0.36059543,1.5791454,-0.5061922,0.10956311,-1.4867346,0.735548,1.393666,1.1099229,2.0459561,-0.38864523,-2.155642,0.8332495,1.2543283,1.246175,-3.420637,-0.43263122,1.4817445,0.80214405,-1.5481734,1.4584001,1.2050377,1.5791682,0.98468244,0.46813506,-2.3061574,-0.7007483,0.22774923,0.09123825,1.279968,1.139215,1.031499,2.2324593,1.1696702,1.0267122,-0.047451913,0.0031434996
JL-1,0.40552545,-0.8011984,0.29372627,0.38122645,-1.7389979,0.7617261,-1.001712,0.5493973,-1.1505014,-0.31810442,-0.24422882,0.37138784,-3.2054956,-0.7439787,0.45228747,1.0566996,0.37486398,2.6875937,-0.852837,-2.65666,-0.28926465,-0.840294,-0.7196486,-1.0060884,0.77590084,-2.149349,-0.91081935,-1.6486809,-0.5745427,-0.73243123,1.0819705,1.573208,0.08338837,0.867566,-1.1063356,0.67897135,0.18212122,-0.92931813,1.2089624,-0.0363369,-3.1626644,-0.9902322,1.6606321,-0.7782315,0.40151367,-0.075104564,-0.87373656,1.295707,1.3933175,-2.3904686,1.529517,-2.027525,-2.9084163,1.4428711,0.52633125,-1.0471677,1.3083485,1.0631484,2.0529885,1.9868604,-0.36243913,0.8664195,-0.23636107,-0.72913975,-0.7425467,0.15887776,0.81006557,2.1403236,2.136331
NCI-H526,-1.4000318,-0.28711677,-0.43700704,-0.75578094,0.3465476,0.67013794,-1.5508386,1.5842538,-0.74110025,-0.95735097,-0.98108155,0.5785415,0.17770253,0.3056838,-0.05951727,-0.396921,1.8457195,0.13046117,-0.5141857,-0.28424877,0.4613481,-0.17171334,0.8137529,-0.4000987,-0.9403194,-0.08298813,0.66636246,-2.9379158,1.0062945,-0.6222601,2.1320345,0.97644365,0.21246159,-0.10663355,0.56551695,1.2538042,-0.061676994,-1.6361817,3.2987125,-1.1750116,-1.0364517,0.5496943,0.8151558,-0.2939388,-2.0087988,-1.6649486,-0.7072593,1.7872936,-1.9444723,-1.1697246,-0.58883584,0.4562193,0.30791312,-1.0409665,-0.38885012,3.4842138,-2.5816271,-1.2590007,-0.9962245,0.44709808,-0.32719457,0.013009267,0.60505325,-0.9657934,0.6095399,0.6007113,-0.61846036,-1.2627836,-0.087255105
U-138MG,-0.09389873,0.28917283,0.682366,1.269412,-2.8189113,0.058911383,-1.2914426,0.4213144,0.26918095,1.5086032,0.36417696,-0.10658422,-2.6236672,-0.27133244,-0.7477507,-0.13369694,-1.8324174,-0.7902479,0.57617927,0.6673986,-0.31402433,0.89538646,2.2349288,0.6112356,-0.6465844,-0.83053935,0.073783465,-0.3876723,-1.7195647,0.31156373,0.7740921,-1.0183425,-0.8312887,-0.96159124,0.70000416,-0.57376784,0.2337797,0.82428145,-2.6061337,-0.80093163,-2.4479444,-2.419747,-0.7357926,1.3248402,-0.6973021,1.3751476,-0.36042038,-0.24597487,1.3804597,2.270305,0.518218,-2.3762395,-1.1331637,1.3960792,-1.1965575,-1.4527925,0.23671666,1.0256178,-0.7897802,0.2831826,0.24606836,0.8965044,-1.8062422,-0.20528261,-0.53361577,-1.1494473,-0.7262334,0.2692958,-0.2716518
TOV-21G,-0.9320488,-0.8762553,-0.23078178,-0.26666817,1.1010526,-0.5998088,-3.220205,-0.018252075,0.84346044,1.7128845,1.7344134,0.7038075,-1.1736649,-0.64220464,0.41741425,0.22534451,-4.291027,1.0599481,0.5938213,2.6469693,0.05543528,1.1405084,-1.1534456,-1.3361197,0.14793308,0.037058502,1.5268315,-1.5902876,0.26883835,0.8684792,2.8669908,-0.27392522,-0.6468384,-0.710222,-0.40183198,0.08953796,-0.3989732,1.9380457,1.4202443,0.035388008,-0.14449042,-3.2603936,-0.82501864,-0.5898772,-0.4786085,0.7908638,0.87758106,1.4022748,-1.800021,0.5211459,0.90409815,-1.484416,-0.11471969,0.79339284,0.70793736,0.1184287,-0.13016215,-0.92306584,2.0271807,-0.44376203,0.76742536,-0.16193943,-1.9724345,-1.8288025,0.037216276,0.011619937,0.94521916,0.63514555,-1.8046802
Raji,0.5703487,-0.534485,-0.84161615,1.04531,1.0858644,-1.1179197,1.0354052,-2.5025275,-2.2266755,0.462694,1.3638043,0.031120256,0.2173194,-1.2817321,-0.3852749,-1.2032198,-0.8242093,-0.28002965,-0.19545522,0.8646861,-2.5990846,-0.69369775,1.8272357,0.3722592,2.1870208,-0.17541428,-0.18230161,-0.34320638,-0.011841031,2.364763,1.0513676,-2.6583917,-1.4953153,0.8815135,-0.37881428,-0.23195621,0.8689363,1.3356235,0.31506497,-0.20112044,-1.4569255,-0.8086332,-0.9453852,0.3438044,-1.727637,-0.63872147,-2.5185173,-0.25640568,-1.3803095,1.4059511,0.4035347,-0.20821533,-0.58096015,-1.2510226,-0.6897763,1.5174131,-2.8518755,0.4999135,-0.14154114,0.93068343,0.37627426,0.98393214,-0.41767925,0.4703914,2.1672387,-0.6223923,-0.4282349,-0.15932463,2.085426
SCC-4,2.3836112,1.4695888,2.0581846,1.4069293,-1.1829071,-1.7512783,-1.7394646,0.057350192,-1.5411589,-1.1851634,2.3312993,1.9912946,-0.8861081,-2.4478638,0.9336748,0.4150761,0.9378811,-0.8181801,-2.1301923,-3.004264,2.803662,-0.051357448,-0.86887723,0.22267377,0.45761424,0.39582717,-2.4930942,0.85585207,0.5974606,-1.1792095,-1.0119576,-0.5688968,0.04311703,0.21307167,-0.85679454,-1.823855,1.9724706,0.5414406,3.2648125,2.254822,2.7886217,-0.04616995,0.092028566,-0.5510397,0.75265986,-0.2845342,-1.0627099,1.0985057,1.5012066,0.5952836,-0.19451135,2.7312977,-4.420892,1.2104774,0.32081544,-1.4647006,0.8039294,1.489008,-2.1299453,-0.4266159,1.0982662,0.075148955,-0.8579637,1.0602967,-0.55383325,1.7302305,0.13980845,1.1615494,-2.7221584
PaTu 8988t,1.6032088,1.1170999,2.307179,-1.431031,2.3932421,0.62642807,1.0044007,-1.0012397,1.0860169,2.0888658,0.5398279,-2.037273,0.5192819,-0.41928336,1.8285713,0.34933332,0.6584678,-1.0675886,0.9700202,2.3179967,0.29353002,0.96240634,2.1756496,0.17145884,-2.9968073,0.40008822,0.39091977,0.64142364,4.212288,-1.0254662,0.8537558,-1.251054,2.5631714,0.045206744,-1.9460257,-2.9708476,0.024659298,-1.4643497,3.0020163,-1.1467555,-0.8328607,-3.0778148,-2.4140794,-1.4450694,3.3313715,1.80608,-2.4887824,0.26683092,-1.1250304,0.3085264,-1.3805903,1.5786464,0.022353083,0.8780644,0.22789519,-1.3418827,-1.1269464,-0.3755912,0.101432264,-0.51395977,-1.8262461,-1.4197865,-2.8704066,-3.9061596,-0.7250888,-2.1569574,2.421474,2.9758096,-2.777674
JM-1,-1.9632925,2.1995502,0.947031,2.0727148,-0.063154735,-2.498674,2.1585429,-0.82439464,-1.0971981,0.7876803,-0.14862569,-3.2186036,1.1738063,0.1672135,0.5115451,-2.7831585,-1.7272964,1.0886034,1.4701415,-1.2306428,-1.4348948,0.6442161,0.20954625,1.2754842,-2.3321557,0.26286805,0.7595113,-0.41470367,1.8344395,1.2118156,2.5025342,-1.335771,-3.1520865,-1.5445528,0.29585505,1.8209001,2.3205657,1.2769961,0.57188827,-1.5927963,1.1864371,0.6234062,-1.8787997,0.5040557,-2.1470838,0.8591724,-1.8900747,-2.9308975,-0.651798,2.7519555,0.29074267,1.0129414,0.88889354,-2.2042835,0.33732212,-0.124746166,-2.2699394,-1.4160202,-2.3105695,0.47168392,-0.57365584,-0.9120311,1.3704013,-0.007511154,3.6499546,-3.2870266,2.1269138,-0.3615247,0.19815516
SNU-410,-0.08373972,-0.3134928,0.84499836,-1.3683958,0.2862705,-0.8714556,1.8273754,1.7972848,0.6212195,-0.8005559,-1.168482,-1.2470793,0.7255892,-0.76248753,0.72884834,0.60774803,1.907543,0.6070545,2.3089237,-0.34595096,0.3232398,-2.1786106,-2.0203564,0.07654505,-1.0940351,-0.7955597,-2.8136086,2.3282566,-1.328161,0.0032809325,-1.2333211,1.917174,-1.1191001,0.071048014,-1.2040777,1.7355148,0.07421457,-0.23614725,-0.81186205,-0.317978,-0.9268384,0.36721405,2.4865224,0.035973426,2.1502578,-0.45958465,-0.14025567,-0.8907765,-1.3109039,-0.6468916,-0.69818616,-1.0448377,-0.75813174,0.07186329,0.9876188,-2.71448,3.1118753,3.6652906,2.005308,-0.5025852,-0.060859308,-1.2019348,1.9899825,0.8353549,-0.29101205,-0.6315378,-0.25144705,0.8242754,1.8295304
IGROV-1,-0.82693505,-0.009423172,-1.24362,0.89816856,1.5450432,-0.8703048,-2.8397374,0.34269476,1.060513,1.166752,2.0389702,0.84145725,-0.43968323,0.22786671,-0.007054164,-0.43348223,-2.332184,0.9930481,-0.04320988,1.4177198,-0.4853711,0.6005088,-1.3840971,-0.76573217,0.39681983,0.036770612,1.3686551,-1.295488,1.2859042,-0.20791462,2.3502648,0.26542836,-1.1731281,0.71990085,0.24571815,1.2467667,1.1188613,1.3594991,2.343553,0.046456486,1.1191647,-2.468335,-1.2023113,-0.4145362,-1.0118678,-1.7599027,0.6920987,2.0545213,-1.4547786,-0.5624237,0.9808961,-0.83510774,1.1962922,0.7880083,-0.2179683,-0.43170267,-0.5695647,0.28586885,1.3458104,0.98561,1.3829079,0.34030414,-0.009888928,-2.2877884,-0.20430869,-0.9803136,2.3125448,1.6616889,-1.2839398
JVM-3,-0.43577614,-2.6027524,-0.16895516,0.23373266,0.5434478,-1.6915439,1.8739002,-0.8121921,0.44856948,2.25292,-1.123789,-0.44501022,0.9218669,2.1035006,-0.5320743,-1.7972908,-0.552502,0.9818868,0.6358193,-0.020882085,-0.7275584,-0.38866827,0.55535764,0.12126821,0.8904986,-0.88750994,-0.40684256,0.6409809,0.09057423,2.4264493,2.1983252,-4.569031,-0.046573725,0.03810744,-0.90396345,-1.0060862,0.71910155,2.5597312,-1.3076192,2.2542665,-0.40528676,1.4423826,-0.4510764,-0.6664606,-1.5338664,1.9008539,-2.142366,-1.5042051,-2.0482666,0.54266727,0.3533098,0.059810955,-1.8441631,-2.794565,0.6594897,1.9295951,0.4613137,-0.851822,0.82200074,0.10328165,0.5218887,0.13166347,-1.2170507,0.2421901,1.3526875,-0.7847494,-1.6188488,-1.4578346,0.51701987
A-204,-0.22652645,0.6790386,1.1472697,-0.46848562,0.25934947,1.0122055,-0.9379143,-0.1920381,0.33097133,2.017171,1.0426282,0.20370013,-1.3284929,-1.0596476,-0.22891651,2.5582812,-2.5660772,-1.0978742,-0.541775,2.3520339,-2.2634487,1.0885247,1.5208534,-0.39701766,0.75661206,-0.28115287,0.4155498,-2.4339492,-1.7359434,0.92475605,-0.06957763,0.9392766,0.61239827,-0.51532894,0.49379405,-2.294789,0.4603467,-1.6611918,-0.8048337,-0.14913554,-2.249752,-1.9526526,-0.6028877,1.8380914,-0.86254025,-0.23473631,-0.3473322,1.2506738,-0.20895465,2.1820314,1.4374126,-2.573336,1.3182555,1.741362,-1.3373283,0.09392221,-2.0111868,-0.14549191,0.12439976,0.46990713,-0.2619876,1.1598774,-1.76094,0.3032429,0.37893558,1.133265,-0.31676346,2.2201214,-0.20121738
EB1,0.44987532,-1.0724434,-1.2992328,1.0739751,0.50328946,-1.3451347,1.9031359,-2.0570984,-1.2168627,0.51022196,0.7678596,0.075199604,1.0084679,-0.51805454,-0.54425806,-1.7638869,-0.57070476,0.44617757,-0.13859321,0.0066992007,-1.0718887,-0.3106374,1.7187101,1.017804,2.6714442,0.10831472,0.14428517,0.17864087,0.3323897,2.36829,0.9276432,-3.3179116,-0.797287,1.3735708,-1.1189413,-0.24903888,1.0804832,1.7009854,-0.48639694,1.400658,-0.8591921,-0.40339252,-0.9940613,-0.4684924,-1.7611337,0.42561358,-1.5677958,-0.4119699,-0.59942186,0.39774087,0.49817246,0.23495536,-1.1434782,-1.7983739,-0.43530157,1.5563434,-1.6084424,0.13409284,-0.28869694,1.0779586,0.7894157,0.9913263,-0.43011853,0.38439047,2.205797,-0.48942095,-1.1749953,-0.39356893,1.5638448
SU-DHL-5,0.3457564,-1.2716575,-0.89526445,1.03917,0.9422245,-1.0233029,1.0613536,-3.1821098,-1.1346046,0.8190049,1.8554504,0.32008997,-0.13117203,-1.4534333,0.45708618,-1.5048047,-0.94803226,0.27296412,1.2910697,0.5140571,-1.6947043,-0.09490891,2.5164883,0.5490688,1.1033821,-0.28041825,0.5385005,0.16940458,0.091338605,2.6671498,0.7979819,-1.5888988,-1.123228,0.6368923,-0.50259244,0.5803321,0.9509281,0.5708769,0.9145156,0.09078838,-0.5457166,-2.0682802,-0.8388897,-0.06775668,-1.9870688,-0.23571104,-2.544179,0.9386506,-0.30966327,1.4352396,0.52476406,0.1500772,-1.8033437,0.16449599,0.06915013,0.7066702,-3.31658,-0.06382084,-0.86115414,1.3614932,0.5315872,0.5823222,-0.60938364,-0.094051525,1.4801027,-0.5175955,0.15643407,-0.31099647,2.1000187
TCCSUP,-0.5027646,1.0481493,1.336654,-0.51663876,-1.9855403,-1.0024534,2.0814567,1.2805073,0.72396284,0.8106648,-1.2320595,-0.2014368,1.0459619,-0.95658535,-0.024580471,0.55193657,1.5677003,0.35696897,1.8522421,-0.6812043,1.9448594,0.6213235,-0.26535684,-0.028868657,-0.48016652,-0.52169794,-0.49358323,1.1006826,1.3712658,-1.1515555,-1.0692676,-1.0483555,1.1901325,1.1916635,-1.1562753,-0.82748693,-0.14635253,-0.5528102,0.20449609,1.0793406,-1.4566891,-0.7869811,-0.17833021,-1.1646287,2.211341,2.0551894,0.40886682,-0.23559867,-0.10860778,0.8487397,-1.769314,0.2977571,1.0534368,1.0918367,-0.925422,-2.6107044,0.17270747,1.6113715,-0.11405002,0.4726035,-1.2938702,-1.254639,0.26401776,-0.45801637,0.72288597,-2.1126535,2.5489662,2.0345213,-0.0146477055
